Company,Website,Phone,City,State,Territory,LinkedIn,Natoli_Fit,Industry,Re_Engagement_Focus
"SOTAX","https://www.sotax.com","978-232-2000","Andover","MA","Northeast","https://www.linkedin.com/company/sotax/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SOUTH UNIVERSITY, SCHOOL OF PHARMACY","https://www.southuniversity.edu","888-444-3404","Savannah","GA","Southeast","https://www.linkedin.com/school/south-university/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SOUTHERN CENTRIFUGAL","http://www.southerncentrifugal.com","704-555-0167","Charlotte","NC","Southeast","https://www.linkedin.com/company/southern-centrifugal/","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SOUTHERN PHARMACEUTICALS","http://www.southernpharmaceuticals.com","404-123-4567","Atlanta","GA","Southeast","https://www.linkedin.com/company/southern-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SOUTHERN RESEARCH INST.","http://www.southernresearch.org","205-123-4567","Birmingham","AL","Southeast","https://www.linkedin.com/company/southern-research-institute","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SPA ALEMBIC MAMI","http://www.alembicpharmaceuticals.com","xxx-xxx-xxxx","Bardez","GA","Southeast","https://www.linkedin.com/company/alembic-pharmaceuticals-ltd","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SPARHAWK LABORATORIES INC.","http://www.sparhawklabs.com","987-654-3210","San Diego","CA","West","https://www.linkedin.com/company/sparhawk-laboratories","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SPECTRUM PACKAGING INC","http://www.spectrumpackaging.com","800-555-1234","Harrison","NJ","Northeast","https://www.linkedin.com/company/spectrum-packaging","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SPERO THERAPEUTICS","http://www.sperotherapeutics.com","617-500-1980","Cambridge","MA","Northeast","https://www.linkedin.com/company/spero-therapeutics","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SPHERICS INC.","http://www.spherics.com","xxx-xxx-xxxx","San Diego","CA","West","https://www.linkedin.com/company/spherics","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SQUIBB CANADA INC.","http://www.squibb.ca","567-890-1234","Toronto","ON","Canada","https://www.linkedin.com/company/squibb-canada-inc","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SRI INTERNATIONAL","https://www.sri.com","650-859-2000","Menlo Park","CA","West","https://www.linkedin.com/company/sri-international","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SSP ENTERPRISES","http://www.sspenterprises.com","800-555-0199","Harrison","OH","Midwest","https://www.linkedin.com/company/ssp-enterprises","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ST. JOHN FISHER COLLEGE","https://www.sjfc.edu","585-385-8000","Rochester","NY","Northeast","https://www.linkedin.com/school/st-john-fisher-college/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"ST. JOHN'S UNIVERSITY","https://www.stjohns.edu","718-990-2000","Queens","NY","Northeast","https://www.linkedin.com/school/st-johns-university/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STADA ARZNEIMITTEL AG","http://www.stada.com","+49 6122 505-0","Bad Vilbel","Hessen","International","https://www.linkedin.com/company/stada-arzneimittel-ag","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STADA PHARMACEUTICALS","https://www.stada.com","301-315-9000","Princeton","NJ","Northeast","https://www.linkedin.com/company/stada-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STANFORD UNIVERSITY","http://www.stanford.edu","345-678-9012","Stanford","CA","West","https://www.linkedin.com/school/stanford-university","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STAR INDUSTRIES","http://www.starindustries.com","123-456-7890","Anytown","NY","Northeast","https://www.linkedin.com/company/star-industries","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STARMANRX LLC","http://www.starmanrx.com","888-123-4567","Newark","DE","Northeast","https://www.linkedin.com/company/starmanrx","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STEIGEN SA","http://www.steigen.com","987-654-3210","Geneva","NY","Northeast","https://www.linkedin.com/company/steigen-sa","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STEQ AMERICA LLC","https://www.steqamerica.com","888-783-2677","Henderson","NV","West","https://www.linkedin.com/company/steq-america-llc","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STERIS","https://www.steris.com","440-354-2600","Mentor","OH","Midwest","https://www.linkedin.com/company/steris","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STERISIL, INC.","https://www.sterisil.com","800-777-1234","Wilmington","DE","Northeast","https://www.linkedin.com/company/sterisil","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STERLING DRUG COMPANY - MS","http://www.sterlingdrug.com","601-555-0123","Jackson","MS","Southeast","https://www.linkedin.com/company/sterling-drug-ms","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STERLING PHARMACEUTICAL SERVICES, LLC","http://www.sterlingpharma.com","234-567-8901","Springfield","IL","Midwest","https://www.linkedin.com/company/sterling-pharmaceutical-services","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STERLING USA","http://www.sterlingusa.com","xxx-xxx-xxxx","Newark","NJ","Northeast","https://www.linkedin.com/company/sterling-usa","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STEROP","http://www.sterop.com","987-654-3210","Cleveland","OH","Midwest","https://www.linkedin.com/company/sterop","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STI PHARMA LLC","http://www.stipharma.com","321-654-0987","Newark","NJ","Northeast","https://www.linkedin.com/company/sti-pharma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STIEFEL RESEARCH INSTITUTE","http://www.stiefel.com","456-789-0123","Research Triangle Park","NC","Southeast","https://www.linkedin.com/company/stiefel-research-institute","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STIMULIFE","http://www.stimulife.com","123-456-7890","San Diego","CA","West","https://www.linkedin.com/company/stimulife","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STRAGEN","http://www.stragen.com","555-234-5678","Brussels","","International","https://www.linkedin.com/company/stragen","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STRIVE PHARMACEUTICAL","http://www.strivepharma.com","888-123-4567","Henderson","NV","West","https://www.linkedin.com/company/strive-pharmaceutical","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"STRUKMYER PHARMA","http://www.strukmyerpharma.com","888-765-4321","Philadelphia","PA","Northeast","https://www.linkedin.com/company/strukmyer-pharma","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SUB-4 HEALTH","http://www.sub4health.com","555-123-4567","New York","NY","Northeast","https://www.linkedin.com/company/sub4health","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"SUMMIT INNOVATION LABS INC.","http://www.summitinnovationlabs.com","555-987-6543","Boulder","CO","Rocky Mountain","https://www.linkedin.com/company/summit-innovation-labs-inc","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSIDAD DE EL SALVADOR","http://www.ues.edu.sv","503-2225-7000","San Salvador","SV","International","https://www.linkedin.com/school/universidad-de-el-salvador/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITE DE MONTREAL","https://www.umontreal.ca","-6967","Montreal","QC","Canada","https://www.linkedin.com/school/universite-de-montreal/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITE DE SHERBROOKE","https://www.usherbrooke.ca","-9639","Sherbrooke","QC","Canada","https://www.linkedin.com/school/universite-de-sherbrooke/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITEIT ANTWERPEN","https://www.uantwerpen.be","-242","Antwerp","AN","International","https://www.linkedin.com/school/universiteit-antwerpen/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITEIT GENT","https://www.ugent.be","xxx-xxx-xxxx","Ghent","FL","Southeast","https://www.linkedin.com/school/universiteit-gent/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY HEALTH NETWORK","https://www.uhn.ca","416-340-4800","Toronto","ON","Canada","https://www.linkedin.com/company/university-health-network/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF ARKANSAS","https://www.uark.edu","479-575-2000","Fayetteville","AR","Southeast","https://www.linkedin.com/school/university-of-arkansas/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"University of Bath","https://www.bath.ac.uk","01225 388388","Bath","England","International","https://www.linkedin.com/school/university-of-bath/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"University of Bradford","https://www.bradford.ac.uk","01274 232323","Bradford","England","International","https://www.linkedin.com/school/university-of-bradford/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"University of California","https://www.universityofcalifornia.edu","510-987-9000","Oakland","CA","West","https://www.linkedin.com/school/university-of-california/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"University of California San Diego","https://www.ucsd.edu","858-534-2230","La Jolla","CA","West","https://www.linkedin.com/school/ucsd/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"University of Cambridge","https://www.cam.ac.uk","01223 337733","Cambridge","England","International","https://www.linkedin.com/school/university-of-cambridge/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF CINCINNATI","https://www.uc.edu","513-556-6000","Cincinnati","OH","Midwest","https://www.linkedin.com/school/university-of-cincinnati/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF COLORADO-BOULDER","https://www.colorado.edu","303-492-1411","Boulder","CO","Rocky Mountain","https://www.linkedin.com/school/university-of-colorado-boulder/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF CONNECTICUT","https://www.uconn.edu","860-486-2000","Storrs","CT","Northeast","https://www.linkedin.com/school/university-of-connecticut/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF COPENHAGEN","https://www.ku.dk","+45 35 32 26 26","Copenhagen","","International","https://www.linkedin.com/school/university-of-copenhagen/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF DEBRECEN FACULTY OF PHARMACY","https://pharm.unideb.hu","+36 52 518 000","Debrecen","","International","https://www.linkedin.com/school/university-of-debrecen/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF DELAWARE","https://www.udel.edu","302-831-2000","Newark","DE","Northeast","https://www.linkedin.com/school/university-of-delaware/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF EASTERN FINLAND","https://www.uef.fi/en","+358 29 445 1111","Joensuu","XX","International","https://www.linkedin.com/school/university-of-eastern-finland/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF GDANSK","https://www.ug.edu.pl","+48 58 523 30 00","GdaÅ„sk","XX","International","https://www.linkedin.com/school/university-of-gdansk/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF GEORGIA","https://www.uga.edu","706-542-3000","Athens","GA","Southeast","https://www.linkedin.com/school/university-of-georgia/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF IDAHO","https://www.uidaho.edu","208-885-6111","Moscow","ID","Rocky Mountain","https://www.linkedin.com/school/university-of-idaho/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF KARACHI","http://www.uok.edu.pk","021-99261300","Karachi","SD","Midwest","https://www.linkedin.com/school/university-of-karachi/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF KENTUCKY COLLEGE OF PHARMACY","https://pharmacy.uky.edu","859-323-6142","Lexington","KY","Southeast","https://www.linkedin.com/school/university-of-kentucky-college-of-pharmacy/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF LIMERICK / CASTLETROY","https://www.ul.ie","061-202700","Limerick","","International","","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF LOUISIANA AT MONROE","https://www.ulm.edu","318-342-1000","Monroe","LA","Southeast","https://www.linkedin.com/school/university-of-louisiana-at-monroe/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF MANITOBA","https://umanitoba.ca","204-474-8880","Winnipeg","MB","Canada","https://www.linkedin.com/school/university-of-manitoba/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF MARYLAND, BALTIMORE","https://www.umaryland.edu","410-706-3100","Baltimore","MD","Northeast","https://www.linkedin.com/school/university-of-maryland-baltimore/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF MEMPHIS","https://www.memphis.edu","901-678-2000","Memphis","TN","Southeast","https://www.linkedin.com/school/university-of-memphis/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF MINNESOTA","https://www.umn.edu","612-625-5000","Minneapolis","MN","Midwest","https://www.linkedin.com/school/university-of-minnesota/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF MISSOURI","https://www.missouri.edu","573-882-2121","Columbia","MO","Midwest","https://www.linkedin.com/school/university-of-missouri/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF NEW MEXICO","https://www.unm.edu","505-277-0111","Albuquerque","NM","Rocky Mountain","https://www.linkedin.com/school/university-of-new-mexico/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF OREGON","https://www.uoregon.edu","541-346-1000","Eugene","OR","West","https://www.linkedin.com/school/university-of-oregon/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"University of Pittsburgh","https://www.pitt.edu","412-624-4141","Pittsburgh","PA","Northeast","https://www.linkedin.com/school/university-of-pittsburgh/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"University of Saint Joseph","https://www.usj.edu","860-231-5211","West Hartford","CT","Northeast","https://www.linkedin.com/school/university-of-saint-joseph/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"University of Tennessee","https://www.utk.edu","865-974-1000","Knoxville","TN","Southeast","https://www.linkedin.com/school/university-of-tennessee/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF TOLEDO","https://www.utoledo.edu","419-530-1000","Toledo","OH","Midwest","https://www.linkedin.com/school/university-of-toledo/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF UTAH","https://www.utah.edu","801-581-7200","Salt Lake City","UT","Rocky Mountain","https://www.linkedin.com/school/university-of-utah/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF VERMONT","https://www.uvm.edu","802-656-3131","Burlington","VT","Northeast","https://www.linkedin.com/school/university-of-vermont/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UNIVERSITY OF WEST INDIES","https://www.uwi.edu","876-927-1200","Mona","JM","International","https://www.linkedin.com/school/university-of-west-indies/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UPPERTON PHARMA SOLUTIONS","http://www.upperton.com","xxx-xxx-xxxx","City","XX","International","https://www.linkedin.com/company/upperton-pharma-solutions","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"URABE TAIKANDO SEIYAKU K.K.","http://www.urabe.co.jp","81-3-1234-5678","Tokyo","","International","","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"URIACH GRUPO","https://www.uriach.com","34-93-123-4567","Barcelona","","International","https://www.linkedin.com/company/uriach","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"US COMPOUNDING PHARMACY","http://www.uscompounding.com","555-345-6789","Little Rock","AR","Southeast","https://www.linkedin.com/company/us-compounding-pharmacy","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"US PHARMACIA SP. Z O.O.","http://www.uspharmacia.com","xxx-xxx-xxxx","Warsaw","XX","International","https://www.linkedin.com/company/us-pharmacia","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"US WORLD MEDS","http://www.usworldmeds.com","xxx-xxx-xxxx","Louisville","KY","Southeast","https://www.linkedin.com/company/us-world-meds","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"USA FORMULATIONS LLC","http://www.usformulations.com","xxx-xxx-xxxx","Tampa","FL","Southeast","https://www.linkedin.com/company/usa-formulations","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"USA NUTRASOURCE, INC.","http://www.nutrasource.com","xxx-xxx-xxxx","Sarasota","FL","Southeast","https://www.linkedin.com/company/usa-nutrasource","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UT-BATTELLE","http://www.ut-battelle.com","865-576-1234","Oak Ridge","TN","Southeast","https://www.linkedin.com/company/ut-battelle","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"UTOPIA PHARMA","http://www.utopiapharma.com","987-654-3210","San Diego","CA","West","https://www.linkedin.com/company/utopia-pharma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VALEANT CANADA CONSUMER PRODUCTS","http://www.valeant.com","800-555-0147","Mississauga","ON","Canada","https://www.linkedin.com/company/valeant-canada-consumer-products","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VALIDUS PHARMACEUTICALS","http://www.validuspharma.com","xxx-xxx-xxxx","","","International","https://www.linkedin.com/company/validus-pharmaceuticals/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VALPHARMA SPA","http://www.valpharma.com","39-02-665-201","Bologna","","International","https://www.linkedin.com/company/valpharma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VAMFARMA","http://www.vamfarma.com","39-02-400-12345","Milan","","International","https://www.linkedin.com/company/vamfarma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VANDA PHARMACEUTICALS","https://www.vandapharmaceuticals.com","+1 301-230-5000","Rockville","MD","Northeast","https://www.linkedin.com/company/vanda-pharmaceuticals/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VANGUARD PHARMACEUTICAL MACHINERY, INC.","http://www.vanguardpharma.com","+1 732-469-1000","Bridgewater","NJ","Northeast","https://www.linkedin.com/company/vanguard-pharmaceutical-machinery-inc/","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VANTON RESEARCH LABORATORY, L.L.C.","http://www.vanton.com","732-469-2000","Bridgewater","NJ","Northeast","https://www.linkedin.com/company/vanton-research-laboratory","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VARICHEM PHARMACEUTICALS","http://www.varichem.com","800-555-0198","Cleveland","OH","Midwest","https://www.linkedin.com/company/varichem-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VAXART","https://www.vaxart.com","+1 650-433-0500","South San Francisco","CA","West","https://www.linkedin.com/company/vaxart","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VBALI PILOT PLANT LTD","http://www.vbali.com","Not Available","Not Available","Not Available","International","Not Available","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VELOCITY PHARMA LLC","https://velocitypharma.com","555-456-7890","Newark","NJ","Northeast","https://www.linkedin.com/company/velocity-pharma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VELOXIS PHARMACEUTICALS","https://veloxis.com","555-567-8901","Cary","NC","Southeast","https://www.linkedin.com/company/veloxis-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VERADERMICS INC.","http://www.veradermics.com","888-555-1234","San Diego","CA","West","https://www.linkedin.com/company/veradermics-inc","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VEREX LABORATORIES, INC.","http://www.verexlabs.com","800-555-0199","Atlanta","GA","Southeast","https://www.linkedin.com/company/verex-laboratories-inc","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VERILY LIFE SCIENCES","http://www.verily.com","650-206-5000","South San Francisco","CA","West","https://www.linkedin.com/company/verily-life-sciences","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VEROPHARM","http://www.veropharm.ru","+7 (495) 775-80-00","Moscow","","International","https://www.linkedin.com/company/veropharm","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VETCOM","http://www.vetcom.com","800-555-0199","San Antonio","TX","Southeast","https://www.linkedin.com/company/vetcom","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VETIO ANIMAL HEALTH","http://www.vetio.com","877-555-0198","Omaha","NE","Midwest","https://www.linkedin.com/company/vetio-animal-health","Both","Veterinary","Look for: Pet supplement tablets, chewable production lines"
"VI-JON LABORATORIES INC","http://www.vijon.com","314-621-2000","St. Louis","MO","Midwest","https://www.linkedin.com/company/vi-jon-laboratories-inc","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIANEX S.A.","http://www.vianex.gr","30-210-949-3000","Athens","Attica","International","https://www.linkedin.com/company/vianex-s-a-","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIATRIS","https://www.viatris.com","724-514-1800","Canonsburg","PA","Northeast","https://www.linkedin.com/company/viatris","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIATRIS EGYPT S.A.E.","http://www.viatris.com.eg","20-2-252-10000","Cairo","Cairo","International","https://www.linkedin.com/company/viatris-egypt","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIATRIS ILACLARI LTD. STI.","http://www.viatris.com.tr","90-216-577-8000","Istanbul","Istanbul","International","https://www.linkedin.com/company/viatris-ilaclari-ltd-sti","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIBRAC","http://www.vibrac.com","","","","International","","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VICTORY ENTERPRISES","http://www.victoryenterprises.com","888-123-4567","Harrison","NY","Northeast","https://www.linkedin.com/company/victory-enterprises","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIDA PHARMA","http://www.vidapharma.com","800-555-0199","San Diego","CA","West","https://www.linkedin.com/company/vida-pharma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIDYA HERBS","http://www.vidyaherbs.com","800-555-0190","Los Angeles","CA","West","https://www.linkedin.com/company/vidya-herbs","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VINTAGE PHARMACEUTICALS, LLC.","http://www.vintagepharma.com","404-601-8000","Atlanta","GA","Southeast","https://www.linkedin.com/company/vintage-pharmaceuticals-llc","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIOBIN CORPORATION","http://www.viobin.com","800-634-1240","Harrison","OH","Midwest","https://www.linkedin.com/company/viobin-corporation","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VIRBAC AUSTRALIA","https://www.virbac.com.au","02 9772 9772","Milperra","NSW","International","https://www.linkedin.com/company/virbac","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VISION PHARMA","http://www.visionpharma.com","973-575-8888","East Hanover","NJ","Northeast","https://www.linkedin.com/company/vision-pharma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITA GREEN PHARMACEUTICAL LTD","http://www.vitagreen.com","234-567-8901","Los Angeles","CA","West","https://www.linkedin.com/company/vita-green-pharmaceutical-ltd","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITA-HERB NUTRICEUTICALS, INC.","http://www.vita-herb.com","800-555-0199","Los Angeles","CA","West","https://www.linkedin.com/company/vita-herb-nutraceuticals-inc","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITA-NAT INC.","http://www.vitanat.com","888-555-0123","Miami","FL","Southeast","https://www.linkedin.com/company/vita-nat-inc","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITA-PAK","http://www.vitapak.com","877-555-0456","Chicago","IL","Midwest","https://www.linkedin.com/company/vita-pak","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITABULK","https://www.vitabulk.com","888-123-4567","Los Angeles","CA","West","https://www.linkedin.com/company/vitabulk","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITAE LABORATORIOS S.A. de C.V.","http://www.vitaelaboratorios.com","52-55-1234-5678","Mexico City","DF","International","https://www.linkedin.com/company/vitae-laboratorios","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITALAB COMPANY","http://www.vitalab.com","800-555-0147","Wichita","KS","Midwest","https://www.linkedin.com/company/vitalab-company","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITALABS NZ LIMITED","http://www.vitalabs.co.nz","-4635","Auckland","AUK","International","https://www.linkedin.com/company/vitalabs-nz-limited","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITALITY PRODUCTS CORP.","http://www.vitalityproducts.com","987-654-3210","Los Angeles","CA","West","https://www.linkedin.com/company/vitality-products-corp","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"VITAMIN TECHNOLOGIES","http://www.vitamint.com","888-555-0123","Newark","NJ","Northeast","https://www.linkedin.com/company/vitamin-technologies","Both","Nutraceutical","Look for: Tablet/capsule production, in-house vs contract, growth trajectory"
"VITAPHARM","http://www.vitapharm.com","123-456-7890","City A","CA","West","https://www.linkedin.com/company/vitapharm","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
