Company,Industry,Fit,Tier,Tier 1 Reason,Territory,Website,Phone,City,State,Country,Employees,Data Quality,Needs Research,Contact Count
"Austmedics","Pharmaceutical","Both","Tier 2","","International","https://austmedics.com","","London","England","United Kingdom","1","Partial","Yes",""
"AVICENNE PHARMA","Pharmaceutical","Scientific","Tier 2","","International","https://gemail.cm","+216 98 203 713","","","","","Partial","Yes",""
"AXCAN PHARMA INC.","Pharmaceutical","Scientific","Tier 2","","International","https://axcan.com","450-467-5138","","","","","Complete","Yes","1"
"azpharmaceuticals.com","Pharmaceutical","Scientific","Tier 2","","International","https://azpharmaceuticals.com","","","","","","Partial","Yes","1"
"BalancePharma","Pharmaceutical","Scientific","Tier 2","","International","https://balancepharma.com.co","","Medellin","Antioquia","Colombia","4","Complete","Yes","3"
"baraka-supplies.com","Nutraceutical","Both","Tier 2","","International","https://baraka-supplies.com","+41 76 427 61 51","","","","","Complete","Yes","1"
"BASEL PHARMA S.A","Pharmaceutical","Scientific","Tier 2","","International","https://baselpharma.com","+593 2-226-4308","","","","","Complete","Yes","1"
"BCT NUTRITION","Nutraceutical","Scientific","Tier 2","","International","https://bctnutrition.co.za","+86 84742","","","","","Partial","Yes",""
"BEO PHARMACEUTICALS","Pharmaceutical","Scientific","Tier 2","","International","https://beopharmaceuticals.com","352-232-2613","","","","","Complete","Yes","2"
"BEST NUTRA","Nutraceutical","Scientific","Tier 2","","International","https://bestnutrainc.com","631-229-3558","","","","","Complete","Yes","1"
"bgspharma.sk","Pharmaceutical","Scientific","Tier 2","","International","https://bgspharma.sk","+421 907 451 488","","","","","Partial","Yes",""
"Bioearth LLC","Biotechnology","Both","Tier 2","","Southeast","","","Miami","Florida","United States","4","Partial","Yes","1"
"BIOFORMX NUTRITION INC.","Nutraceutical","Scientific","Tier 2","","International","https://bioformx.com","510-713-9961 ext 101","","","","","Complete","Yes","1"
"Biohawa","Biotechnology","Both","Tier 2","","International","https://biohawa.com.br","","Sao Jose dos Pinhais","Parana","Brazil","6","Complete","Yes","1"
"BIO-IMAGES RESEARCH LTD.","Research & Development","Scientific","Tier 2","","International","https://bio-images.co.uk","+44 14 1552 8791","","","","","Complete","Yes","1"
"bioiuxta.com","Biotechnology","Both","Tier 2","","International","https://bioiuxta.com","","","","","","Partial","Yes",""
"biolapharma.ca","Pharmaceutical","Scientific","Tier 2","","International","https://biolapharma.ca","905-282-9706","","","","","Complete","Yes","1"
"Biomark Life Sciences","Biotechnology","Both","Tier 2","","International","https://biomarklife.com","","Monterrey","Nuevo Leon","Mexico","1","Partial","Yes",""
"biomedica.com.sa","Pharmaceutical","Both","Tier 2","","International","https://biomedica.com.sa","+40 645139","","","","","Complete","Yes","1"
"BIOMEP, S.A. DE C.V.","Biotechnology","Both","Tier 2","","International","https://biomep.com.mx","","","","","","Partial","Yes","1"
"Bio-Mer Limited","Biotechnology","Both","Tier 2","","International","https://bio-mer.co.nz","","","","","","Partial","Yes","1"
"BionicHIVE","Biotechnology","Both","Tier 2","","International","https://bionichive.com","","Ein HaBesor","South District","Israel","15","Complete","Yes","1"
"Bionourisso","Biotechnology","Both","Tier 2","","International","https://bionourisso.com","","","","","22","Complete","Yes","2"
"bionourisso.mx","Biotechnology","Both","Tier 2","","International","https://bionourisso.mx","","","","","","Partial","Yes",""
"BIONOVA LABORATORIOS SA DE CV","Research & Development","Scientific","Tier 2","","International","https://bionovalab.com.mx","","Guadalajara","Jalisco","Mexico","57","Complete","Yes","1"
"BIOPAK LIMITED","Biotechnology","Both","Tier 2","","International","https://albinaturals.com","780-450-0174 ext 228","","","","","Complete","Yes","1"
"biopharmanwa.com","Pharmaceutical","Scientific","Tier 2","","International","https://biopharmanwa.com","","","","","","Partial","Yes","1"
"BiopharmIQ by Amp","Pharmaceutical","Both","Tier 2","","Midwest","https://biopharmiq.com","","Chicago","Illinois","United States","6","Complete","Yes","1"
"BioPhorum","Biotechnology","Both","Tier 2","","International","https://biophorum.com","","London","England","United Kingdom","110","Complete","Yes","2"
"BIOPROCESSO","Biotechnology","Both","Tier 2","","International","https://bioprocesso.pt","011-00351-2129-45-786","","","","","Complete","Yes","1"
"BIOQUIM USA, INC.","Biotechnology","Both","Tier 2","","International","https://maqfa.net","+57 1 3701300","","","","","Complete","Yes","3"
"BIOSTAR NUTRI PRODUCTS INC.","Biotechnology","Both","Tier 2","","International","https://bnpi.com","+49 5030 914","","","","","Complete","Yes","1"
"bioworx.biz","Pharmaceutical","Both","Tier 2","","International","https://bioworx.biz","904-531-3030","","","","","Partial","Yes",""
"bioz.ai","Biotechnology","Both","Tier 2","","International","https://bioz.ai","973-492-8108","","","","","Complete","Yes","1"
"BM BOMAQ PHARMATECHNIK GMBH","Pharmaceutical","Scientific","Tier 2","","International","https://bomaq.de","+49 57 338784840","","","","","Complete","Yes","1"
"BMS-U P S A-TUN-SAID","Research & Development","Scientific","Tier 2","","International","https://ipslab.com","72 640 027","","","","","Complete","Yes","1"
"BOEHRINGER INGELHEIM VETMEDICA, INC.","Pharmaceutical","Both","Tier 2","","International","https://bi-vetmedica.com","816-390-0539","","","","","Complete","Yes","51"
"Bombay College of Pharmacy Kalina Santacruz (E) Mumbai - 400 098","Pharmaceutical","Scientific","Tier 2","","International","https://bcp.edu.in","","Mumbai","Maharashtra","India","120","Complete","Yes","1"
"bostalpharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://bostalpharma.com","+1 908-331-0152","","","","","Complete","Yes","1"
"BOTANCBD","Cannabis","Scientific","Tier 2","","International","https://botancbd.com","812-480-2929","","","","","Complete","Yes","1"
"BRIO","Pharmaceutical","Scientific","Tier 2","","International","https://briopharmatech.com","","Navi Mumbai","Maharashtra","India","14","Complete","Yes","2"
"Buenas Practicas Farmacéuticas SA de CV","Agriculture","Both","Tier 2","","International","https://bpf.lat","","Mexico City","Mexico City","Mexico","2","Partial","Yes",""
"CAMBREX DURHAM","Pharmaceutical","Scientific","Tier 1","CDMO with solid dose focus.","International","https://avistapharma.com","720-613-1962","","","","","Complete","Yes","2"
"capstsonenutrition.com","Nutraceutical","Scientific","Tier 2","","International","https://capstsonenutrition.com","","","","","","Partial","Yes",""
"Care Beyond CBD","Cannabis","Scientific","Tier 2","","West Coast","https://carebeyond.com","","Anaheim","California","United States","9","Complete","Yes","1"
"Care Lab","Research & Development","Scientific","Tier 2","","International","https://carelab.com.mx","","Mexico City","Mexico City","Mexico","21","Complete","Yes","2"
"CARIBBEAN CANADIAN USA INC.","Research & Development","Scientific","Tier 2","","International","https://laboratoires4c.com","","Port-au-Prince","Ouest","Haiti","14","Complete","Yes","1"
"CATALO Natural Health Foods Ltd.","Food & Beverage","Both","Tier 2","","International","https://catalo.us","","Hong Kong","","Hong Kong","42","Complete","Yes","2"
"CDMO Advisor","CDMO/CMO","Scientific","Tier 2","","International","https://cdmoadvisor.com","","","","","1","Complete","Yes","1"
"centerabioscience.com","Biotechnology","Both","Tier 2","","International","https://centerabioscience.com","480-299-7063","","","","","Complete","Yes","1"
"CERAMATEC ,INC.","Advanced Ceramics","Both","Tier 2","","International","https://ceramatec.com","801 978 2143  direct","","","","","Complete","Yes","6"
"chemical-eng.gr","Chemical","Both","Tier 2","","International","https://chemical-eng.gr","3.07E+11","","","","","Complete","Yes","1"
"CHEMO CENTROAMERICANA S.A.","Chemical","Both","Tier 2","","International","https://grupochemo.com","506-262-3206","","","","","Complete","Yes","4"
"CIFARMA S.A.","Agriculture","Both","Tier 2","","International","https://auimicasuiza.com","","","","","","Partial","Yes","3"
"cifarma.com.pe","Agriculture","Both","Tier 2","","International","https://cifarma.com.pe","319-648-6352","","","","","Complete","Yes","1"
"coaspharma.co","Pharmaceutical","Scientific","Tier 2","","International","https://coaspharma.co","","","","","","Partial","Yes","2"
"COMBINATORX, INC.","Pharmaceutical","Both","Tier 2","","International","https://combinatorx.com","","","","","","Partial","Yes","1"
"CONTINENTAL SCIENCE, INC.","Research & Development","Both","Tier 2","","International","https://continentalscience.com","786-626-6610","","","","","Complete","Yes","2"
"coumbianutritional.com","Nutraceutical","Scientific","Tier 2","","International","https://coumbianutritional.com","554-047-6200","","","","","Complete","Yes","1"
"CR PHARMA","Pharmaceutical","Scientific","Tier 2","","International","https://cr-pharma.fr","+33 6 04 46 30 64","","","","","Complete","Yes","1"
"CSR COSMETIC SOLUTIONS, INC.","Cosmetics","Both","Tier 2","","International","https://csrcs.ca","705-728-5917 ext 227","","","","","Complete","Yes","1"
"CUPER BIOSCIENCES","Biotechnology","Both","Tier 2","","International","","","","","","10","Partial","Yes",""
"CURAPHARM","Pharmaceutical","Both","Tier 2","","International","https://nethere.com","","","","","","Partial","Yes","1"
"DairyPill","Food & Beverage","Both","Tier 2","","Northeast","https://dairypill.com","","Dover","Delaware","United States","1","Complete","Yes","1"
"DAKSHAH BIOSCIENCES PVT LTD","Biotechnology","Both","Tier 2","","International","https://dakshahbiosciences.com","+91 80 4128 4816","","","","","Complete","Yes","2"
"Dallah Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://dallah-pharma.com","","Riyadh","Riyadh Province","Saudi Arabia","140","Complete","Yes","1"
"Dammam Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://dammampharma.sa","066-401-8307","","","","","Complete","Yes","1"
"DANISH PHARMACEUTICAL IND LTD.","Pharmaceutical","Scientific","Tier 2","","International","https://dkpharma.dk","454-486-0550","","","","","Complete","Yes","6"
"DARBY NUTRITIONAL L.L.C","Nutraceutical","Scientific","Tier 2","","International","https://darbygroup.com","516-688-6802","","","","","Complete","Yes","1"
"DCA PHARMACY","Pharmaceutical","Scientific","Tier 2","","International","https://diabcorp.com","615-832-7232","","","","","Complete","Yes","2"
"delphjpharm.com","Pharmaceutical","Scientific","Tier 2","","International","https://delphjpharm.com","","","","","","Partial","Yes","1"
"Deyun Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://a2753c.myshopify.com","","Zapopan","Jalisco","Mexico","4","Complete","Yes","1"
"dgisupplys.com","Nutraceutical","Both","Tier 2","","International","https://dgisupplys.com","153-585-5374","","","","","Complete","Yes","1"
"DICE THERAPEUTICS","Pharmaceutical","Scientific","Tier 2","","International","https://dicetx.com","650-296-0842","","","","","Complete","Yes","1"
"DIFARMACO C POR A","Agriculture","Both","Tier 2","","International","https://codetel.net.do","809-379-2156","","","","","Complete","Yes","3"
"DIGIPHARM","Pharmaceutical","Scientific","Tier 2","","International","https://digipharm.fr","+33 2 54 43 88 11","","","","","Complete","Yes","1"
"Discovery Biology","Biotechnology","Scientific","Tier 2","","International","https://discoverybiology.org","","Nathan","Queensland","Australia","1","Partial","Yes",""
"doctors-pharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://doctors-pharma.com","","","","","","Partial","Yes","1"
"drspharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://drspharma.com","DAVID SAVELLO","","","","","Partial","Yes",""
"DRUG HOUSES OF AUSTRALIA PTE LTD","Pharmaceutical","Both","Tier 2","","International","https://dha.asia","656-661-9504","","","","","Complete","Yes","1"
"DXM PHARMACEUTICAL","Pharmaceutical","Scientific","Tier 2","","International","https://dxmpharmaceutical.com","337-274-2134","","","","","Complete","Yes","1"
"DZUL PHARMACEUTICAL LLC","Pharmaceutical","Scientific","Tier 2","","International","https://dzulpharma.com","305-900-8256","","","","","Complete","Yes","1"
"EAST AFRICAN PHARMACEUTICAL LTD","Pharmaceutical","Scientific","Tier 2","","International","https://eastafricanpharma.com","+977 253488","","","","","Partial","Yes",""
"elitesupplements.co.uk","Nutraceutical","Scientific","Tier 2","","International","https://elitesupplements.co.uk","203-348-8235","","","","","Complete","Yes","1"
"elvipharmausa.com","Pharmaceutical","Scientific","Tier 2","","International","https://elvipharmausa.com","732-640-2707","","","","","Partial","Yes",""
"embarkmedical.com","Pharmaceutical","Both","Tier 2","","International","https://embarkmedical.com","669-292-5262","","","","","Partial","Yes",""
"EMERGENT BIOSOLUTIONS","Biotechnology","Both","Tier 2","","International","https://ebsi.com","240-631-3577","","","","","Complete","Yes","1"
"EMIFARMA","Agriculture","Both","Tier 2","","International","https://emifarma.com.mx","","Ecatepec","State of Mexico","Mexico","86","Complete","Yes","1"
"ENALENI PHARM.","Pharmaceutical","Scientific","Tier 2","","International","https://enaleni.com","","","","","","Partial","Yes","3"
"ERCOPHARM A/S","Pharmaceutical","Scientific","Tier 2","","International","https://ercopharm.dk","+45 49 12 66 00","","","","","Complete","Yes","4"
"ERIS LIFESCIENCES PVT. LTD.","Research & Development","Both","Tier 2","","International","https://erislifesciences.com","957-447-4333","","","","","Complete","Yes","2"
"ETHA NATURAL MEDICINE","Pharmaceutical","Both","Tier 2","","International","https://ethaglobal.com","800-862-0341","","","","","Complete","Yes","1"
"ETHIFARM SP. Z O.O. SP KOMANDYTOWA","Agriculture","Both","Tier 2","","International","https://ethifarm.pll","34909","","","","","Complete","Yes","1"
"EUDINAMIS","Agriculture","Both","Tier 2","","International","https://farmapartner.com","+39 54 168 7701","","","","","Complete","Yes","2"
"eurofarmaco.md","Agriculture","Both","Tier 2","","International","https://eurofarmaco.md","","","","","","Partial","Yes",""
"EUROPEAN EGYPTIAN PHARM. IND.","Pharmaceutical","Scientific","Tier 2","","International","https://europeanpharm.com.eg","16010","","","","","Complete","Yes","1"
"EURO-PHARM INT'L CANADA","Pharmaceutical","Scientific","Tier 2","","International","https://fratumpharma.com","514-322-6111 ext 232","","","","","Complete","Yes","2"
"Everlife Pharmaceutical Industries","Pharmaceutical","Scientific","Tier 2","","International","https://everlife-eg.com","","Giza","Giza Governorate","Egypt","8","Complete","Yes","1"
"Evly Pharma Cosmetics","Pharmaceutical","Scientific","Tier 2","","International","","","Istanbul","Istanbul","Turkey","12","Partial","Yes","1"
"EXCELSIOR SUPERFOODS, INC.","Food & Beverage","Both","Tier 2","","International","https://excelsiorsuperfoods.com","623-428-2601","","","","","Complete","Yes","4"
"FARMA","Agriculture","Both","Tier 2","","International","https://farma.com.co","+57 1 3351000","","","","","Partial","Yes",""
"FARMACO JSC","Agriculture","Both","Tier 2","","International","https://farmaco.md","+373 22 878 212","","","","","Partial","Yes",""
"FarmaZone","Agriculture","Both","Tier 2","","International","https://farmazone.com.mx","","Mexico City","Federal District","Mexico","16","Partial","Yes",""
"Farmex","Agriculture","Both","Tier 2","","International","https://farmex.com.mx","","Mexico City","Mexico City","Mexico","21","Complete","Yes","1"
"federalonesupplies-gsa.com","Nutraceutical","Both","Tier 2","","International","https://federalonesupplies-gsa.com","614-603-7289","","","","","Complete","Yes","1"
"filpharmascience.com","Pharmaceutical","Scientific","Tier 2","","International","https://filpharmascience.com","","","","","","Partial","Yes","14"
"FISHERMAN SUPPLY OF FLORIDA, INC.","Nutraceutical","Both","Tier 2","","International","https://chum-stik.com","954-316-3901","","","","","Complete","Yes","1"
"FLAUNT MEDICA","Pharmaceutical","Both","Tier 2","","International","https://flauntmedica.com","855-553-5286","","","","","Complete","Yes","1"
"forefrontpharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://forefrontpharma.com","","","","","","Partial","Yes","1"
"Form®","Nutraceutical","Scientific","Tier 2","","International","https://formnutrition.com","","London","England","United Kingdom","6","Complete","Yes","1"
"Fourway Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://fourwaypharma.co.in","","Mumbai","Maharashtra","India","1","Complete","Yes","1"
"FRESENIUS MEDICAL CARE DE MÉXICO SA DE CV","Pharmaceutical","Both","Tier 2","","International","https://fmc-ag.com","","","","","25","Complete","Yes","1"
"fromwithin.health","Pharmaceutical","Both","Tier 2","","International","https://fromwithin.health","844-686-9795","","","","","Complete","Yes","1"
"GalleonBio","Biotechnology","Both","Tier 2","","International","https://galleonbio.com","","","","","2","Complete","Yes","2"
"generalsciencetechnology.com","Biotechnology","Both","Tier 2","","International","https://generalsciencetechnology.com","+66 5688819","","","","","Complete","Yes","1"
"GENOVA BIOSCIENCES INC.","Biotechnology","Both","Tier 2","","International","https://genovabiosciences.com","","Toronto","Ontario","Canada","2","Complete","Yes","1"
"gfssupply.com","Nutraceutical","Both","Tier 2","","International","https://gfssupply.com","8.62E+12","","","","","Complete","Yes","1"
"GLOBAL FARMA","Agriculture","Both","Tier 2","","International","https://globalfarma.com.gt","502-220-5919","","","","","Complete","Yes","3"
"GM PHARMACEUTICALS, INC","Pharmaceutical","Scientific","Tier 2","","Rocky Mountain","https://gmpharm.net","","Fort Worth","Texas","United States","21","Partial","Yes",""
"goodscience.my","Research & Development","Both","Tier 2","","International","https://goodscience.my","","","","","","Partial","Yes","2"
"gravitipharma.co.in","Pharmaceutical","Scientific","Tier 2","","International","https://gravitipharma.co.in","","","","","","Partial","Yes","1"
"GREEN OWL WELLNESS","Nutraceutical","Both","Tier 2","","International","https://greenwellness.com","612-296-7186","","","","","Complete","Yes","1"
"Grow Magazine. We are THE nationwide quintessential cannabis horticulture magazine.","Cannabis","Scientific","Tier 2","","International","https://growmag.com","+1 437-140-8720","","","","","Complete","Yes","1"
"Grupo Farmacéutico de Tijuana","Agriculture","Both","Tier 2","","International","https://gft.com.mx","","Tijuana","Baja California","Mexico","15","Partial","Yes",""
"Grupo Terra Farma","Agriculture","Both","Tier 2","","International","https://grupoterrafarma.com","","","","","9","Complete","Yes","1"
"GSG SCIENTIFIC, LLC","Research & Development","Both","Tier 2","","International","https://gsgscientific.com","866-201-8528","","","","","Complete","Yes","1"
"gvpharma.sk","Pharmaceutical","Scientific","Tier 2","","International","https://gvpharma.sk","","","","","","Partial","Yes","1"
"HADSELL CHEMICAL","Chemical","Both","Tier 2","","International","https://hadsellchemicals.com","740-941-1792","","","","","Complete","Yes","1"
"HANSELLS FINE FOODS","Food & Beverage","Both","Tier 2","","International","https://oldfashionedfoods.com","646-370-0200","","","","","Complete","Yes","1"
"HAUPT PHARMA MUENSTER GMBH","Pharmaceutical","Scientific","Tier 2","","International","https://haupt-pharma.de","","Muenster","Nordrhein-Westfalen","Germany","1","Complete","Yes","3"
"Health Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://healthpharma.com","","Mexico City","Federal District","Mexico","27","Partial","Yes",""
"HEALWHEEL LABORATORIES SP.ZO.O","Research & Development","Scientific","Tier 2","","International","https://hwlabs.pl","+48 60 757 21 24","","","","","Complete","Yes","1"
"HEPTAPHARMA","Pharmaceutical","Scientific","Tier 2","","International","https://hp7.be","","Ciudad Nezahualcoyotl","State of Mexico","Mexico","61","Complete","Yes","1"
"HERBAL HOMEOPATHIC","Nutraceutical","Both","Tier 2","","International","https://herbal-homeopathic.com","214476188","","","","","Complete","Yes","1"
"HI-CITY (MFG) SDN BHD","Biotechnology","Both","Tier 2","","International","https://biosis.com.my","604-507-2057","","","","","Complete","Yes","1"
"Hypera Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://hypermarcas.com.br","","Duque de Caxias","Rio de Janeiro","Brazil","130","Complete","Yes","1"
"iabpharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://iabpharma.com","71 799 731","","","","","Complete","Yes","1"
"imd-medical.com","Pharmaceutical","Both","Tier 2","","International","https://imd-medical.com","250-863-7693","","","","","Complete","Yes","1"
"INDEUS LIFE SCIENCES PRIVATE LIMITED","Research & Development","Both","Tier 2","","International","https://indeus.in","+91 22 4161 1111","Mumbai","Maharashtra","India","48","Complete","Yes","1"
"INDUSTRIAS BIOCONTROLLED C.A.","Biotechnology","Both","Tier 2","","International","https://leti.com.ve","+58 212-3602642","","","","","Complete","Yes","2"
"INNOPHARMA S.R.O.","Pharmaceutical","Scientific","Tier 2","","International","https://innopharma.sk","+421 918 180 228","","","","","Complete","Yes","2"
"INNOVERA PHARMACEUTICALS","Pharmaceutical","Scientific","Tier 2","","International","https://innoverapharma.com","732-640-1000","","","","","Complete","Yes","2"
"INNOVO","Pharmaceutical","Both","Tier 2","","International","https://innovorx.com","732-257-1225","","","","","Complete","Yes","1"
"INOVA PHARMACEUTICALS PTY LTD","Pharmaceutical","Scientific","Tier 2","","International","https://inovapharma.com.au","029-875-6333","","","","","Partial","Yes",""
"INTEGRATIVE HEALTH PRODUCTS","Pharmaceutical","Both","Tier 2","","International","https://integrativehp.com","774-777-6396","","","","","Complete","Yes","2"
"INTERSTAL S.A.","Pharmaceutical","Scientific","Tier 2","","International","https://hluckpharma.com","+56 29492658","","","","","Complete","Yes","1"
"ipharmaexpo.net","Pharmaceutical","Scientific","Tier 2","","International","https://ipharmaexpo.net","+966 50 272 8678","","","","","Complete","Yes","1"
"Isen Pharma","Pharmaceutical","Scientific","Tier 2","","Northeast","https://isenpharma.com","","Babylon","New York","United States","2","Complete","Yes","1"
"J&D PHARMACEUTICALS","Pharmaceutical","Scientific","Tier 2","","International","https://diplosol.com","908-489-8760","","","","","Complete","Yes","1"
"JRS Pharma GmbH & Co. KG","Pharmaceutical","Scientific","Tier 2","","Rocky Mountain","","","Rosenberg","Texas","United States","1","Partial","Yes","5"
"JSC ORTAT (R-PHARM GROUP)","Pharmaceutical","Both","Tier 2","","International","https://ortat.ru","555-555-1212","","","","","Complete","Yes","1"
"Juvapharma","Pharmaceutical","Scientific","Tier 2","","Midwest","https://juvapharma.hu","","Swisher","Iowa","United States","7","Partial","Yes",""
"khufupharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://khufupharma.com","+20 106 283 0688","","","","","Complete","Yes","1"
"KOLMAR KOREA","Pharmaceutical","Scientific","Tier 2","","International","https://kolmarpharma.com","33919","","","","","Partial","Yes",""
"Korea Uni Com Co., Ltd.","Mining & Minerals","Both","Tier 2","","International","https://koreaunicom.com","","Seongnam-si","Gyeonggi-do","South Korea","2","Complete","Yes","1"
"KYDES PHARMACEUTICALS LLC","Pharmaceutical","Scientific","Tier 2","","International","https://kydespharm.com","410-499-7379","","","","","Complete","Yes","2"
"Laboratorios BAJA MED S.A. de C.V.","Research & Development","Scientific","Tier 2","","International","https://laboratoriosbajamed.com","","Tijuana","Baja California","Mexico","17","Partial","Yes",""
"LABORATORIOS FARYVET S.A.","Veterinary Pharma","Scientific","Tier 2","","International","https://dphfarmaceutica.com","+506 2293 2195","","","","","Complete","Yes","1"
"LABORATORIOS SERVET","Veterinary Pharma","Scientific","Tier 2","","International","","","","","","53","Partial","Yes","1"
"Lanco Medical Group","Pharmaceutical","Both","Tier 2","","International","https://lancomedicalgroup.com","","Panama City","Panama","Panama","36","Complete","Yes","1"
"LIFEPHARMA FZE","Pharmaceutical","Scientific","Tier 2","","International","https://lifeparmafze.com","","","","","","Partial","Yes","3"
"Lilium Pharma Algrie","Pharmaceutical","Scientific","Tier 2","","International","https://liliumpharma.com","","","","","","Partial","Yes","1"
"Livmore Life Sciences Private Limited","Research & Development","Both","Tier 2","","International","https://livmorelifesciences.com","","Karjan","Gujarat","India","43","Complete","Yes","1"
"lobpharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://lobpharma.com","905-825-0002","","","","","Complete","Yes","1"
"long-pharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://long-pharma.com","636-343-5664","","","","","Complete","Yes","1"
"lusomedicamenta.com","Pharmaceutical","Both","Tier 2","","International","https://lusomedicamenta.com","214 340 000","","","","","Complete","Yes","1"
"LUV PHARMACAL, INC","Pharmaceutical","Scientific","Tier 2","","International","https://luvpharmacal.com","386-668-6619","","","","","Complete","Yes","1"
"machipharma.com","Pharmaceutical","Scientific","Tier 2","","International","https://machipharma.com","+39 347 093 8272","","","","","Partial","Yes",""
"Marsanvet","Veterinary Pharma","Scientific","Tier 2","","International","https://productosveterinarios.com","","","","","","Partial","Yes",""
"MATRIX PHARMA","Pharmaceutical","Scientific","Tier 2","","International","https://phycotechinc.com","916-529-2131","","","","","Complete","Yes","1"
"mbiotech.com.br","Biotechnology","Scientific","Tier 2","","International","https://mbiotech.com.br","5.54E+12","","","","","Complete","Yes","1"
"MC COMPANIA FARMACEUTICA","Agriculture","Both","Tier 2","","International","https://md.hn","8186","","","","","Complete","Yes","1"
"MEDESA DISTRIBUIDORA S DE RL DE CV","Agriculture","Both","Tier 2","","International","https://medesafarma.com","664-374-5994","","","","","Partial","Yes",""
"MEDEX HONDURAS","Pharmaceutical","Both","Tier 2","","International","https://expertosenmedicamentos.com","","","Departamento de Francisco Morazan","Honduras","3","Partial","Yes",""
"Medical Corporation Group","Pharmaceutical","Both","Tier 2","","International","https://medicorpgroup.com","","Ciudad Lopez Mateos","State of Mexico","Mexico","49","Complete","Yes","1"
"MEDICAMENTOS EXCLUSIVOS S.A. DE C.V.","Pharmaceutical","Both","Tier 2","","International","","","Mexico City","Mexico City","Mexico","15","Partial","Yes",""
"MedicineDepot","Pharmaceutical","Both","Tier 2","","International","https://medicinedepot.com.mx","","Mexico City","Federal District","Mexico","49","Partial","Yes",""
"medicopostura.com","Pharmaceutical","Both","Tier 2","","International","https://medicopostura.com","+90 212 694 3351","","","","","Complete","Yes","2"
"MERCK, SHARP, AND DOHME FARMACEUTICAL LTDA","Agriculture","Both","Tier 1","Major solid dose producer. Manufactures billions of tablets annually including Januvia.","International","https://prodome.com.br","+55 19 3258-1000","","","","","Complete","Yes","1"
"metapharmacyservices.com","Pharmaceutical","Scientific","Tier 2","","International","https://metapharmacyservices.com","","","","","","Partial","Yes","1"
"MGC Supplies","Nutraceutical","Both","Tier 2","","Northeast","https://mgcsupplies.com","","Boston","Massachusetts","United States","1","Partial","Yes",""
"MILE HIGH FOOD SCIENCE","Food & Beverage","Both","Tier 2","","International","https://milehighfoodscience.com","720-347-7385","","","","","Complete","Yes","2"
"mundipharma-rd.eu","Pharmaceutical","Scientific","Tier 2","","International","https://mundipharma-rd.eu","","","","","","Partial","Yes",""
"mypcphealth.com","Pharmaceutical","Both","Tier 2","","International","https://mypcphealth.com","908-265-3335","","","","","Complete","Yes","1"
"nangenex.com","Biotechnology","Both","Tier 2","","International","https://nangenex.com","307388898","","","","","Partial","Yes",""
"nasupplements.com","Nutraceutical","Scientific","Tier 2","","International","https://nasupplements.com","07930 100999","","","","","Complete","Yes","1"
"NEW ERA PHARMACEUTICALS, LLC.","Pharmaceutical","Scientific","Tier 2","","Northeast","https://newerameds.com","","Capitol Heights","Maryland","United States","16","Complete","Yes","2"
"newpharmanutrition.com","Pharmaceutical","Scientific","Tier 2","","International","https://newpharmanutrition.com","4.92E+12","","","","","Partial","Yes",""
"northmannutrition.co.uk","Nutraceutical","Scientific","Tier 2","","International","https://northmannutrition.co.uk","","","","","","Partial","Yes","1"
"novachemdrugs.com","Pharmaceutical","Both","Tier 2","","International","https://novachemdrugs.com","","","","","","Partial","Yes","1"
"NOVAMED FABRICACAO PROD. FARMACEUTICOS LTDA","Pharmaceutical","Scientific","Tier 2","","International","https://novamedpharma.com.br","","","","","","Partial","Yes","4"
"NOVEL COMPOUNDING PHARMACY","Pharmaceutical","Scientific","Tier 2","","International","https://novel-rx.com","747-727-7227","","","","","Complete","Yes","1"
"NOVUSPHARM","Pharmaceutical","Scientific","Tier 2","","International","https://novuspharm.com","","","","","11","Complete","Yes","1"
"NTC Pharma","Pharmaceutical","Scientific","Tier 2","","International","https://ntcpharma.com","","Milan","Lombardy","Italy","140","Complete","Yes","1"
"nutramed.cz","Nutraceutical","Scientific","Tier 2","","International","https://nutramed.cz","+60 2220507","","","","","Complete","Yes","1"
"nutrapharmanc.com","Pharmaceutical","Scientific","Tier 2","","International","https://nutrapharmanc.com","","","","","","Partial","Yes","1"
"NUTRI BIO PHARMA","Pharmaceutical","Scientific","Tier 2","","International","https://nutribiopharma.com","514-601-7358","","","","","Complete","Yes","1"
"OLEOFARM SP. Z.O.O.","Agriculture","Both","Tier 2","","International","https://oleofarm.com","","","","","","Partial","Yes","1"
"OLYMPIA PHARMACY","Pharmaceutical","Scientific","Tier 2","","International","https://crispinluna.com","626-375-7176","","","","","Complete","Yes","1"
