Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match
Alltech,Nicholasville,KY,-11356,https://www.alltech.com,https://www.linkedin.com/company/alltech/,Both,,,animal feed supplements,90,Alltech specializes in animal nutrition and conducts extensive R&D.,,,,,
Purina Animal Nutrition,St. Louis,MO,-9967,https://www.purinamills.com,https://www.linkedin.com/company/purina-mills/,Both,,,animal feed supplements,92,Purina manufactures animal feeds and invests in scientific research.,,,,,
Nutreco,Amersfoort,UT,-1424,https://www.nutreco.com,https://www.linkedin.com/company/nutreco/,Both,,,animal feed supplements,88,Nutreco offers nutritional solutions and engages in product development.,,,,,
ADM Animal Nutrition,Decatur,IL,-6798,https://www.admanimalnutrition.com,https://www.linkedin.com/company/adm/,Both,,,animal feed supplements,93,ADM provides animal feed products and conducts research in nutrition.,,,,,
BASF,Florham Park,NJ,-7217,https://www.basf.com,https://www.linkedin.com/company/basf/,Scientific,,,animal feed supplements,90,BASF develops feed additives and supplements with a focus on scientific formulation.,,,,,
Novus International,Saint Charles,MO,-2561,https://www.novusint.com,https://www.linkedin.com/company/novus-international/,Scientific,,,animal feed supplements,85,Novus specializes in animal nutrition and focuses on research and development.,,,,,
DeHeus Animal Nutrition,Eindhoven,NB,-5244,https://www.deheus.com,https://www.linkedin.com/company/deheus/,Both,,,animal feed supplements,87,DeHeus produces feed and engages in both manufacturing and R&D.,,,,,
"Land O'Lakes, Inc.",Arden Hills,MN,-3131,https://www.landolakes.com,https://www.linkedin.com/company/land-o-lakes/,Both,,,animal feed supplements,90,Land O'Lakes provides animal nutrition products and conducts R&D.,,,,,
Elanco Animal Health,Greenfield,IN,-693,https://www.elanco.com,https://www.linkedin.com/company/elanco/,Scientific,,,animal feed supplements,92,Elanco focuses on animal health and nutrition with a strong R&D component.,,,,,
Zoetis,Parsippany,NJ,-8794,https://www.zoetis.com,https://www.linkedin.com/company/zoetis/,Scientific,,,animal feed supplements,91,Zoetis develops products that include feed supplements and emphasizes R&D.,,,,,
Kemin Industries,Des Moines,IA,-6173,https://www.kemin.com,https://www.linkedin.com/company/kemin-industries/,Both,,,animal feed supplements,89,Kemin produces feed additives and engages in scientific research for formulations.,,,,,
Pancosma,Geneva,GE,-8708,https://www.pancosma.com,https://www.linkedin.com/company/pancosma/,Scientific,,,animal feed supplements,84,Pancosma is focused on feed additives and has a strong R&D presence.,,,,,
NutriQuest,Davenport,IA,-9059,https://www.nutriquest.com,https://www.linkedin.com/company/nutriquest/,Both,,,animal feed supplements,85,NutriQuest develops and manufactures animal feed supplements.,,,,,
Ridley Corporation,Mankato,MN,-6851,https://www.ridley.com,https://www.linkedin.com/company/ridley-corporation/,Both,,,animal feed supplements,88,Ridley provides a range of animal feeds and nutritional products.,,,,,
Spillers,Kettering,ENG,-1977,https://www.spillers-feeds.com,https://www.linkedin.com/company/spillers-feeds/,Both,,,animal feed supplements,86,"Spillers manufactures horse feed and supplements, focusing on R&D.",,,,,
Boehringer Ingelheim,Ingelheim,RP,-6853,https://www.boehringer-ingelheim.com,https://www.linkedin.com/company/boehringer-ingelheim/,Scientific,,,animal feed supplements,90,Boehringer develops products aimed at animal health and nutrition.,,,,,
Trouw Nutrition,Breda,NB,-9511,https://www.trouwnutrition.com,https://www.linkedin.com/company/trouw-nutrition/,Both,,,animal feed supplements,89,Trouw Nutrition develops and manufactures nutritional products for livestock.,,,,,
"Catalent, Inc.",Somerset,NJ,+1 732-537-6200,https://www.catalent.com,https://www.linkedin.com/company/catalent,Both,,,pharmaceutical formulation development,95,Catalent provides both formulation development and manufacturing solutions for pharmaceutical products.,,,,,
Purdue Pharma L.P.,Stamford,CT,+1 203-588-8000,https://www.purduepharma.com,https://www.linkedin.com/company/purdue-pharma,Scientific,,,pharmaceutical formulation development,90,Purdue Pharma specializes in formulation development in the pharmaceutical industry.,,,,,
Lonza Group AG,Basel,BS,+41 61 316 8111,https://www.lonza.com,https://www.linkedin.com/company/lonza,Both,,,pharmaceutical formulation development,92,"Lonza offers both contract development and manufacturing services, including formulation development.",,,,,
Boehringer Ingelheim,Ingelheim am Rhein,RP,+49 6132 77 0,https://www.boehringer-ingelheim.com,https://www.linkedin.com/company/boehringer-ingelheim,Both,,,pharmaceutical formulation development,88,Boehringer Ingelheim is involved in both pharmaceutical formulation development and manufacturing.,,,,,
Alcami Corporation,Wilmington,NC,+1 910-251-2900,https://www.alcami.com,https://www.linkedin.com/company/alcami-corporation,Both,,,pharmaceutical formulation development,90,Alcami provides comprehensive services in formulation development and manufacturing.,,,,,
Evonik Industries AG,Essen,NW,+49 201 640 0,https://www.evonik.com,https://www.linkedin.com/company/evonik,Scientific,,,pharmaceutical formulation development,89,Evonik specializes in pharmaceutical excipients and formulation services.,,,,,
Aenova Group,München,BY,+49 89 2000 700,https://www.aenova-group.com,https://www.linkedin.com/company/aenova-group,Both,,,pharmaceutical formulation development,87,Aenova offers both formulation development and manufacturing services.,,,,,
"Formulation Technologies, Inc.",Dover,DE,+1 302-736-9000,https://www.formulationtech.com,https://www.linkedin.com/company/formulation-technologies-inc,Scientific,,,pharmaceutical formulation development,85,Formulation Technologies focuses on R&D and development of pharmaceutical formulations.,,,,,
Recipharm AB,Stockholm,ST,+46 8 602 5200,https://www.recipharm.com,https://www.linkedin.com/company/recipharm-ab,Both,,,pharmaceutical formulation development,86,Recipharm provides both formulation development and contract manufacturing services.,,,,,
Famar,Athens,ATT,+30 210 619 2000,https://www.famar.com,https://www.linkedin.com/company/famar,Both,,,pharmaceutical formulation development,84,Famar specializes in pharmaceutical formulation and manufacturing services.,,,,,
Syngene International Ltd.,Bengaluru,KA,+91 80 6771 9000,https://www.syngeneintl.com,https://www.linkedin.com/company/syngene-international-limited,Scientific,,,pharmaceutical formulation development,88,"Syngene provides drug discovery and development services, including formulation development.",,,,,
Baxter International Inc.,Deerfield,IL,+1 224-948-2000,https://www.baxter.com,https://www.linkedin.com/company/baxter-international-inc,Both,,,pharmaceutical formulation development,90,Baxter is involved in both formulation and manufacturing of pharmaceuticals.,,,,,
"Eisai Co., Ltd.",Tokyo,TK,+81 3-3817-1211,https://www.eisai.com,https://www.linkedin.com/company/eisai,Both,,,pharmaceutical formulation development,87,Eisai is engaged in pharmaceutical formulation as well as manufacturing.,,,,,
Patheon,Durham,NC,+1 919-998-2500,https://www.patheon.com,https://www.linkedin.com/company/patheon,Both,,,pharmaceutical formulation development,91,Patheon provides integrated pharmaceutical development and manufacturing services.,,,,,
Celerion,Lincoln,NE,+1 402-476-4200,https://www.celerion.com,https://www.linkedin.com/company/celerion,Scientific,,,pharmaceutical formulation development,85,Celerion specializes in clinical research and formulation development.,,,,,
Sandoz,Holzkirchen,BY,+49 8024 2020,https://www.sandoz.com,https://www.linkedin.com/company/sandoz,Both,,,pharmaceutical formulation development,92,Sandoz is involved in both formulation development and manufacturing of generic pharmaceuticals.,,,,,
AstraZeneca,Cambridge,ENG,+44 1223 336000,https://www.astrazeneca.com,https://www.linkedin.com/company/astrazeneca,Both,,,pharmaceutical formulation development,90,AstraZeneca is engaged in both pharmaceutical formulation and manufacturing.,,,,,
Haver & Boecker Niagara,Fort Wayne,IN,-2141,https://www.haverniagara.com,https://www.linkedin.com/company/haver-boecker-niagara,Both,,,compaction characterization laboratory,90,Offers laboratory equipment and engineering solutions for compaction.,,,,,
Schönfeld & Co. GmbH,Hagen,NW,-3226,https://www.schoenfeld.de,https://www.linkedin.com/company/schönfeld-co-gmbh,Scientific,,,compaction characterization laboratory,85,Focuses on compaction testing and characterization solutions.,,,,,
Avery Weigh-Tronix,Windsor,CT,-9547,https://www.averyweigh-tronix.com,https://www.linkedin.com/company/avery-weigh-tronix,Both,,,compaction characterization laboratory,80,Provides weighing and compaction solutions for various industries.,,,,,
"Innovative Solutions & Support, Inc.",West Chester,PA,-9340,https://www.innovativesupport.com,https://www.linkedin.com/company/innovative-solutions-support-inc,Scientific,,,compaction characterization laboratory,75,R&D focus on material testing and characterization.,,,,,
Keller Group plc,London,ENG,-15162,https://www.keller-group.com,https://www.linkedin.com/company/keller-group-plc,Both,,,compaction characterization laboratory,85,Engineering and scientific services related to ground engineering and compaction.,,,,,
Baker Hughes,Houston,TX,-9751,https://www.bakerhughes.com,https://www.linkedin.com/company/bakerhughes,Both,,,compaction characterization laboratory,90,Provides technology and engineering solutions related to materials and compaction.,,,,,
Geosyntec Consultants,Pasadena,CA,-1903,https://www.geosyntec.com,https://www.linkedin.com/company/geosyntec-consultants,Both,,,compaction characterization laboratory,80,Offers both engineering and scientific services for soil and materials testing.,,,,,
GeoTesting Express,Burlington,MA,-3052,https://www.geotesting.com,https://www.linkedin.com/company/geotesting-express,Scientific,,,compaction characterization laboratory,85,Specializes in geotechnical testing and compaction characterization.,,,,,
Humboldt Mfg. Co.,Schiller Park,IL,-8563,https://www.humboldtmfg.com,https://www.linkedin.com/company/humboldt-mfg-co,Both,,,compaction characterization laboratory,90,Offers a wide range of testing equipment for soil compaction.,,,,,
"Soil Stabilization Products, LLC",Wichita,KS,-2415,https://www.ssp-llc.com,https://www.linkedin.com/company/soil-stabilization-products-llc,Both,,,compaction characterization laboratory,80,Focuses on soil stabilization and compaction solutions.,,,,,
TestMark Laboratories,Melrose Park,IL,-8940,https://www.testmark.net,https://www.linkedin.com/company/testmark-laboratories,Scientific,,,compaction characterization laboratory,85,Provides materials testing services including compaction characterization.,,,,,
"Geotechnical Engineering Services, Inc.",Huntington Beach,CA,-4561,https://www.geotechengineering.com,https://www.linkedin.com/company/geotechnical-engineering-services-inc,Both,,,compaction characterization laboratory,80,Offers engineering services and laboratory testing for compaction.,,,,,
Intertek Group plc,London,ENG,-10772,https://www.intertek.com,https://www.linkedin.com/company/intertek,Both,,,compaction characterization laboratory,90,Provides quality and safety testing services including compaction testing.,,,,,
Fugro,Leidschendam,ZH,-2358,https://www.fugro.com,https://www.linkedin.com/company/fugro,Both,,,compaction characterization laboratory,85,Offers geotechnical engineering and scientific testing services.,,,,,
Golder Associates,Redmond,WA,-4091,https://www.golder.com,https://www.linkedin.com/company/golder-associates,Both,,,compaction characterization laboratory,90,Provides engineering and laboratory services for soil and compaction testing.,,,,,
SCS Engineers,Long Beach,CA,-10531,https://www.scsengineers.com,https://www.linkedin.com/company/scs-engineers,Both,,,compaction characterization laboratory,80,Offers consulting and engineering services related to soil compaction.,,,,,
"American Engineering Testing, Inc.",Saint Paul,MN,-10091,https://www.aet.com,https://www.linkedin.com/company/american-engineering-testing-inc,Both,,,compaction characterization laboratory,85,Provides engineering and testing services including compaction testing.,,,,,
"Terracon Consultants, Inc.",Olathe,KS,-8391,https://www.terracon.com,https://www.linkedin.com/company/terracon-consultants-inc,Both,,,compaction characterization laboratory,90,Offers engineering and scientific services related to soil and compaction.,,,,,
Catalent Pharma Solutions,Somerset,NJ,-7468,https://www.catalent.com,https://www.linkedin.com/company/catalent-pharma-solutions,Both,,,drug formulation r&d,90,"Catalent provides drug formulation development and manufacturing services, which aligns with Natoli's tablet tooling.",,,,,
Purdue Pharma L.P.,Stamford,CT,-8790,https://www.purduepharma.com,https://www.linkedin.com/company/purdue-pharma,Scientific,,,drug formulation r&d,85,"Purdue engages in drug formulation research and development, making them a relevant player.",,,,,
AbbVie Inc.,North Chicago,IL,-9678,https://www.abbvie.com,https://www.linkedin.com/company/abbvie,Scientific,,,drug formulation r&d,90,AbbVie focuses on drug formulation and R&D in various therapeutic areas.,,,,,
Amgen Inc.,Thousand Oaks,CA,-2251,https://www.amgen.com,https://www.linkedin.com/company/amgen,Scientific,,,drug formulation r&d,85,Amgen is engaged in drug formulation and development of innovative therapies.,,,,,
Lonza Group AG,Basel,BS,-1847,https://www.lonza.com,https://www.linkedin.com/company/lonza,Both,,,drug formulation r&d,88,Lonza provides R&D services alongside manufacturing solutions for drug formulation.,,,,,
Boehringer Ingelheim,Ingelheim,RP,-6160,https://www.boehringer-ingelheim.com,https://www.linkedin.com/company/boehringer-ingelheim,Scientific,,,drug formulation r&d,90,Boehringer focuses on drug discovery and formulation R&D across various therapeutic areas.,,,,,
WuXi AppTec,Shanghai,SH,-13981,https://www.wuxiapptec.com,https://www.linkedin.com/company/wuxi-apptec,Both,,,drug formulation r&d,87,WuXi offers comprehensive services in drug development and manufacturing.,,,,,
Pfizer Inc.,New York,NY,-3267,https://www.pfizer.com,https://www.linkedin.com/company/pfizer,Scientific,,,drug formulation r&d,90,Pfizer is heavily involved in drug formulation and R&D.,,,,,
GSK (GlaxoSmithKline),Brentford,ENG,-13023,https://www.gsk.com,https://www.linkedin.com/company/gsk,Scientific,,,drug formulation r&d,85,GSK conducts extensive drug formulation research and development.,,,,,
Novartis AG,Basel,BS,-1455,https://www.novartis.com,https://www.linkedin.com/company/novartis,Scientific,,,drug formulation r&d,90,Novartis is involved in the formulation and development of pharmaceuticals.,,,,,
"Merck & Co., Inc.",Kenilworth,NJ,-5647,https://www.merck.com,https://www.linkedin.com/company/merck,Scientific,,,drug formulation r&d,90,Merck focuses on drug formulation and R&D for various therapeutic areas.,,,,,
Teva Pharmaceutical Industries Ltd.,Petah Tikva,TA,-5512,https://www.tevapharm.com,https://www.linkedin.com/company/teva-pharmaceutical-industries,Scientific,,,drug formulation r&d,85,Teva specializes in the formulation and production of generic and specialty medicines.,,,,,
Fujifilm Diosynth Biotechnologies,College Station,TX,-10238,https://www.fujifilmdiosynth.com,https://www.linkedin.com/company/fujifilm-diosynth-biotechnologies,Both,,,drug formulation r&d,85,Fujifilm provides both R&D and manufacturing services for drug formulation.,,,,,
Charles River Laboratories,Wilmington,MA,-7635,https://www.criver.com,https://www.linkedin.com/company/charles-river-laboratories,Scientific,,,drug formulation r&d,88,"Charles River offers drug discovery and development services, including formulation.",,,,,
AstraZeneca,Cambridge,ENG,-1615,https://www.astrazeneca.com,https://www.linkedin.com/company/astrazeneca,Scientific,,,drug formulation r&d,90,AstraZeneca is engaged in drug formulation R&D for various diseases.,,,,,
Sandoz International GmbH,Holzkirchen,BY,-8451,https://www.sandoz.com,https://www.linkedin.com/company/sandoz,Both,,,drug formulation r&d,85,"Sandoz specializes in generics and biosimilars, offering formulation and manufacturing services.",,,,,
Roche,Basel,BS,-1819,https://www.roche.com,https://www.linkedin.com/company/roche,Scientific,,,drug formulation r&d,90,Roche conducts extensive research and development in drug formulation.,,,,,
Eli Lilly and Company,Indianapolis,IN,-2592,https://www.lilly.com,https://www.linkedin.com/company/lilly,Scientific,,,drug formulation r&d,90,Lilly is involved in drug formulation research and development for various therapeutic areas.,,,,,
BASF Corporation,Florham Park,NJ,-7217,https://www.basf.com/us/en/media/news-releases/2021/09/p-21-306.html,https://www.linkedin.com/company/basf,Both,,,excipient development laboratory,90,BASF develops excipients and also offers engineering solutions for manufacturing.,,,,,
Dow Chemical Company,Midland,MI,-2624,https://www.dow.com/en-us,https://www.linkedin.com/company/dowchemical,Both,,,excipient development laboratory,85,Provides excipient solutions and has engineering capabilities in manufacturing.,,,,,
FMC Corporation,Philadelphia,PA,-6513,https://www.fmc.com,https://www.linkedin.com/company/fmc-corporation,Scientific,,,excipient development laboratory,88,Specializes in excipient development for pharmaceutical applications.,,,,,
Evonik Industries AG,Hanover,NH,-7845,https://www.evonik.com,https://www.linkedin.com/company/evonik,Scientific,,,excipient development laboratory,92,Focuses on excipient development and formulation services.,,,,,
Colorcon,Harleysville,PA,-9970,https://www.colorcon.com,https://www.linkedin.com/company/colorcon,Both,,,excipient development laboratory,95,Offers excipient development and engineering solutions for tablets.,,,,,
JRS Pharma,Rosenberg,TX,-2520,https://www.jrs-pharma.com,https://www.linkedin.com/company/jrs-pharma,Scientific,,,excipient development laboratory,87,Specializes in excipient development for pharmaceuticals.,,,,,
Roquette Frères,Geneva,IL,-2824,https://www.roquette.com,https://www.linkedin.com/company/roquette,Scientific,,,excipient development laboratory,90,Focuses on excipient development and formulation for various applications.,,,,,
Mylan N.V.,Canonsburg,PA,-3037,https://www.mylan.com,https://www.linkedin.com/company/mylan,Both,,,excipient development laboratory,80,Engaged in excipient development with engineering capabilities for manufacturing.,,,,,
Bristol-Myers Squibb,New York,NY,-4757,https://www.bms.com,https://www.linkedin.com/company/bristol-myers-squibb,Scientific,,,excipient development laboratory,85,Develops excipients for their pharmaceutical formulations.,,,,,
Hovione,Lisbon,LE,-278,https://www.hovione.com,https://www.linkedin.com/company/hovione,Scientific,,,excipient development laboratory,88,Focuses on excipient development and formulation services.,,,,,
ASG Pharmaceuticals,Largo,FL,-4867,https://www.asgpharma.com,https://www.linkedin.com/company/asg-pharmaceuticals,Both,,,excipient development laboratory,82,Involved in excipient development and offers engineering solutions.,,,,,
NantPharma,Los Angeles,CA,-6088,https://www.nantpharma.com,https://www.linkedin.com/company/nantpharma,Scientific,,,excipient development laboratory,80,Focuses on drug formulation and excipient development.,,,,,
Siegfried AG,Zofingen,AG,-1878,https://www.siegfried.ch,https://www.linkedin.com/company/siegfried-ag,Both,,,excipient development laboratory,90,Involved in excipient development and engineering services.,,,,,
Pharmatek Laboratories,San Diego,CA,-11405,https://www.pharmatek.com,https://www.linkedin.com/company/pharmatek-laboratories,Both,,,excipient development laboratory,85,Provides excipient development and engineering for drug products.,,,,,
Catalent Pharma Solutions,Somerset,NJ,-7468,https://www.catalent.com,https://www.linkedin.com/company/catalent-pharma-solutions,Both,,,excipient development laboratory,90,Engaged in excipient development and offers engineering solutions.,,,,,
Alcami Corporation,Wilmington,NC,-4724,https://www.alcami.com,https://www.linkedin.com/company/alcami-corporation,Both,,,excipient development laboratory,84,Offers excipient development and engineering services for pharmaceuticals.,,,,,
Thermo Fisher Scientific,Waltham,MA,-2402,https://www.thermofisher.com,https://www.linkedin.com/company/thermo-fisher-scientific,Scientific,,,excipient development laboratory,90,Provides excipients and analytical services for pharmaceutical applications.,,,,,
Sartorius AG,Göttingen,NI,-810,https://www.sartorius.com,https://www.linkedin.com/company/sartorius,Both,,,excipient development laboratory,88,Involved in excipient development and engineering for pharmaceutical processes.,,,,,
Freeman Technology,Tewkesbury,ENG,+44 1684 276 888,https://www.freemantech.co.uk,https://www.linkedin.com/company/freeman-technology,Scientific,,,powder flow testing laboratory,90,Specializes in powder flow testing equipment for formulation and R&D.,,,,,
Hauschild Engineering,Hamm,NRW,+49 2381 9560,https://hauschild-engineering.com,https://www.linkedin.com/company/hauschild-engineering,Both,,,powder flow testing laboratory,85,Provides solutions for powder flow testing and tablet manufacturing.,,,,,
Brookfield Engineering Labs,Middleboro,MA,+1 508-946-6200,https://www.brookfieldengineering.com,https://www.linkedin.com/company/brookfield-engineering-laboratories,Scientific,,,powder flow testing laboratory,88,Offers instruments for measuring powder flow properties.,,,,,
The Powder Flow Company,East Sussex,ENG,+44 1273 403 570,https://www.powderflow.com,https://www.linkedin.com/company/the-powder-flow-company,Scientific,,,powder flow testing laboratory,90,Focuses on powder flow testing and analysis services.,,,,,
Pharmatest Services,Helsinki,UUSI,+358 9 8567 500,https://www.pharmatest.com,https://www.linkedin.com/company/pharmatest-services,Both,,,powder flow testing laboratory,87,Offers R&D services and equipment for powder testing.,,,,,
Cleveland Equipment & Supply,Cleveland,OH,+1 216-429-0500,https://www.clevelandequipment.com,https://www.linkedin.com/company/cleveland-equipment-supply,Both,,,powder flow testing laboratory,82,Sells equipment for testing powder flow and tablet manufacturing.,,,,,
Hosokawa Micron Group,Düsseldorf,NRW,+49 211 6500 0,https://www.hosokawa.com,https://www.linkedin.com/company/hosokawa-micron-group,Both,,,powder flow testing laboratory,90,Provides powder processing equipment and testing solutions.,,,,,
"Praxair Technology, Inc.",Danbury,CT,+1 203-837-2000,https://www.praxair.com,https://www.linkedin.com/company/praxair,No Fit,,,powder flow testing laboratory,75,"Focuses on industrial gases, not specifically powder flow testing.",,,,,
Dahlhausen,Cologne,NRW,+49 221 204 60,https://www.dahlhausen.com,https://www.linkedin.com/company/dahlhausen,No Fit,,,powder flow testing laboratory,75,"Medical equipment supplier, not focused on powder testing.",,,,,
Schlumberger Limited,Houston,TX,+1 281-375-3000,https://www.slb.com,https://www.linkedin.com/company/schlumberger,No Fit,,,powder flow testing laboratory,80,"Oil and gas services provider, not related to powder testing.",,,,,
Glatt Group,Weilheim,BAY,+49 881 9870,https://www.glatt.com,https://www.linkedin.com/company/glatt-group,Both,,,powder flow testing laboratory,88,Offers services and equipment for pharmaceutical and powder processing.,,,,,
ATLAS Material Testing Technology,Chicago,IL,+1 312-453-9100,https://www.atlas-mts.com,https://www.linkedin.com/company/atlas-material-testing-technology,Scientific,,,powder flow testing laboratory,85,Provides testing and analysis services for materials including powders.,,,,,
Sartorius AG,Goettingen,NDS,+49 551 308 0,https://www.sartorius.com,https://www.linkedin.com/company/sartorius-ag,Both,,,powder flow testing laboratory,90,Involved in laboratory instruments and manufacturing processes.,,,,,
Malvern Panalytical,Malvern,ENG,+44 1684 897 100,https://www.malvernpanalytical.com,https://www.linkedin.com/company/malvern-panalytical,Scientific,,,powder flow testing laboratory,90,Provides analytical instruments for powder characterization.,,,,,
Crown Powder Coating,Baton Rouge,LA,+1 225-926-2248,https://www.crownpowdercoating.com,https://www.linkedin.com/company/crown-powder-coating,No Fit,,,powder flow testing laboratory,78,"Focuses on powder coating, not powder flow testing.",,,,,
Apex Powder Coating,Vancouver,BC,+1 604-727-5500,https://www.apexpowdercoating.com,https://www.linkedin.com/company/apex-powder-coating,No Fit,,,powder flow testing laboratory,75,"Specializes in powder coating services, unrelated to flow testing.",,,,,
Tapasya Engineering,Ahmedabad,GJ,+91 79 4000 0182,https://www.tapasya.net,https://www.linkedin.com/company/tapasya-engineering,Both,,,powder flow testing laboratory,85,Offers equipment for powder processing and testing.,,,,,
Schneider Electric,Rueil-Malmaison,ILE-DE-FRANCE,+33 1 41 29 70 00,https://www.se.com,https://www.linkedin.com/company/schneider-electric,No Fit,,,powder flow testing laboratory,80,"Focuses on energy management and automation, not powder testing.",,,,,
Pharmatech Associates,Walnut Creek,CA,-3876,http://www.pharmatech.com,https://www.linkedin.com/company/pharmatech-associates,Both,,,tablet scale up laboratory,90,Engaged in both engineering and scientific aspects of tablet formulation and manufacturing.,,,,,
Tablet Press Solutions,Cleveland,OH,-4905,http://www.tabletpresssolutions.com,https://www.linkedin.com/company/tablet-press-solutions,Engineering,,,tablet scale up laboratory,85,Focus on engineering solutions for tablet manufacturing.,,,,,
GMP Pharmaceuticals,New York,NY,-8656,http://www.gmpharm.com,https://www.linkedin.com/company/gmp-pharmaceuticals,Both,,,tablet scale up laboratory,88,Involved in R&D and manufacturing processes for tablets.,,,,,
Tablet Technologies,San Diego,CA,-2407,http://www.tablettechnologies.com,https://www.linkedin.com/company/tablet-technologies,Engineering,,,tablet scale up laboratory,80,Specializes in engineering and manufacturing tablet presses.,,,,,
Cedarburg Hauser Pharmaceuticals,Grafton,WI,-1736,http://www.cedarburghauser.com,https://www.linkedin.com/company/cedarburg-hauser-pharmaceuticals,Scientific,,,tablet scale up laboratory,87,Focuses on formulation and R&D for pharmaceutical tablets.,,,,,
KORSCH America,Lansdale,PA,-3282,http://www.korsch.com,https://www.linkedin.com/company/korsch-america,Engineering,,,tablet scale up laboratory,90,Provides tablet manufacturing equipment and engineering solutions.,,,,,
Fette Compacting,Rockaway,NJ,-3314,http://www.fette-compacting.com,https://www.linkedin.com/company/fette-compacting,Engineering,,,tablet scale up laboratory,89,Expertise in tablet press machinery and engineering.,,,,,
Hawkins Inc.,Minneapolis,MN,-3942,http://www.hawkinsinc.com,https://www.linkedin.com/company/hawkins-inc,Both,,,tablet scale up laboratory,86,Engaged in both formulation and manufacturing processes.,,,,,
Qualicaps,Mebane,NC,-9781,http://www.qualicaps.com,https://www.linkedin.com/company/qualicaps,Engineering,,,tablet scale up laboratory,84,Involved in the engineering of capsule and tablet manufacturing.,,,,,
Boehringer Ingelheim,Ridgefield,CT,-2993,http://www.boehringer-ingelheim.com,https://www.linkedin.com/company/boehringer-ingelheim,Both,,,tablet scale up laboratory,88,Involves significant research and engineering in tablet development.,,,,,
Aprecia Pharmaceuticals,Blue Ash,OH,-2391,http://www.aprecia.com,https://www.linkedin.com/company/aprecia-pharmaceuticals,Both,,,tablet scale up laboratory,87,Focus on both formulation and manufacturing of tablets.,,,,,
Parker Hannifin,Cleveland,OH,-4111,http://www.parker.com,https://www.linkedin.com/company/parker-hannifin,Engineering,,,tablet scale up laboratory,85,Provides engineering solutions relevant to tablet manufacturing.,,,,,
Merck & Co.,Kenilworth,NJ,-5647,http://www.merck.com,https://www.linkedin.com/company/merck,Both,,,tablet scale up laboratory,90,Engaged in extensive R&D and manufacturing of tablets.,,,,,
Eli Lilly and Company,Indianapolis,IN,-2592,http://www.lilly.com,https://www.linkedin.com/company/eli-lilly,Both,,,tablet scale up laboratory,89,Strong focus on both formulation and engineering in tablet production.,,,,,
Catalent Pharma Solutions,Somerset,NJ,-7268,http://www.catalent.com,https://www.linkedin.com/company/catalent-pharma-solutions,Both,,,tablet scale up laboratory,90,Works on both formulation and manufacturing of tablets.,,,,,
Fujifilm Diosynth Biotechnologies,College Station,TX,-4463,http://www.fujifilmdiosynth.com,https://www.linkedin.com/company/fujifilm-diosynth-biotechnologies,Both,,,tablet scale up laboratory,85,Engaged in the R&D and engineering of pharmaceutical tablets.,,,,,
Purdue Pharma,Stamford,CT,-8790,http://www.purduepharma.com,https://www.linkedin.com/company/purdue-pharma,Both,,,tablet scale up laboratory,88,Involved in both tablet formulation and engineering processes.,,,,,
Almac Group,Souderton,PA,-3235,http://www.almacgroup.com,https://www.linkedin.com/company/almac-group,Both,,,tablet scale up laboratory,87,Offers services in both R&D and manufacturing for tablets.,,,,,
Johnson & Johnson,New Brunswick,NJ,-1655,https://www.jnj.com,https://www.linkedin.com/company/johnson-and-johnson/,Both,,,manufacturing science and technology pharma,95,Involved in both engineering and scientific research for pharmaceutical products.,,,,,
Pfizer Inc.,New York,NY,-3267,https://www.pfizer.com,https://www.linkedin.com/company/pfizer/,Both,,,manufacturing science and technology pharma,90,Focus on pharmaceutical manufacturing and R&D.,,,,,
"Merck & Co., Inc.",Kenilworth,NJ,-5647,https://www.merck.com,https://www.linkedin.com/company/merck/,Both,,,manufacturing science and technology pharma,92,Engaged in drug manufacturing and scientific research.,,,,,
Amgen Inc.,Thousand Oaks,CA,-2251,https://www.amgen.com,https://www.linkedin.com/company/amgen/,Both,,,manufacturing science and technology pharma,91,Focuses on biotechnology and drug development.,,,,,
Bristol-Myers Squibb,New York,NY,-4757,https://www.bms.com,https://www.linkedin.com/company/bristol-myers-squibb/,Both,,,manufacturing science and technology pharma,90,Involved in both drug manufacturing and R&D.,,,,,
Roche,Basel,BS,-1819,https://www.roche.com,https://www.linkedin.com/company/roche/,Both,,,manufacturing science and technology pharma,89,Focuses on pharmaceuticals and diagnostics.,,,,,
AbbVie,North Chicago,IL,-9678,https://www.abbvie.com,https://www.linkedin.com/company/abbvie/,Both,,,manufacturing science and technology pharma,90,Engaged in drug manufacturing and scientific research.,,,,,
Gilead Sciences,Foster City,CA,-4223,https://www.gilead.com,https://www.linkedin.com/company/gilead-sciences/,Both,,,manufacturing science and technology pharma,88,Focuses on research and development of innovative therapies.,,,,,
Biogen,Cambridge,MA,-3295,https://www.biogen.com,https://www.linkedin.com/company/biogen/,Both,,,manufacturing science and technology pharma,90,Involved in both pharmaceutical manufacturing and R&D.,,,,,
Sandoz,Princeton,NJ,-4122,https://www.sandoz.com,https://www.linkedin.com/company/sandoz/,Both,,,manufacturing science and technology pharma,85,Generic pharmaceutical manufacturing and scientific development.,,,,,
Eli Lilly and Company,Indianapolis,IN,-2592,https://www.lilly.com,https://www.linkedin.com/company/lilly/,Both,,,manufacturing science and technology pharma,90,Involved in drug development and manufacturing.,,,,,
