Company,City,State,Territory,Phone,Website,LinkedIn,Natoli Fit
PALA-TECH LABORATORIES,Cinnaminson,NJ,Northeast,856-303-2000,http://www.palatech.com,https://www.linkedin.com/company/pala-tech-laboratories,Scientific
PALLA PHARMA NORWAY A.S.,HÃ¸nefoss,NO,International,+47 32 24 10 00,https://www.pallapharma.com,https://www.linkedin.com/company/palla-pharma,Both
PANACEA LIFE SCIENCES,Boulder,CO,Rocky Mountain,888-555-0199,http://www.panacealifesciences.com,https://www.linkedin.com/company/panacea-life-sciences,Scientific
PANAXIA PHARMACEUTICAL INDUSTRIES ISRAEL LTD,Ramat Gan,IL,Midwest,-9589,https://www.panaxia.co.il/,https://www.linkedin.com/company/panaxia-pharmaceutical-industries/,Scientific
PARAGON MEDICAL - MANSFIELD,Mansfield,OH,Midwest,419-524-2000,http://www.paragonmedical.com,https://www.linkedin.com/company/paragon-medical,Scientific
PARALLEL,San Diego,CA,West,844-123-4567,http://www.parallel.co,https://www.linkedin.com/company/parallel,Both
PARLE GLOBAL TECHNOLOGIES PVT. LTD.,Mumbai,MH,International,91-22-2761-1100,http://www.parleglobal.com,https://www.linkedin.com/company/parle-global-technologies-pvt-ltd/,Both
PARTNERSHIP P/M CORP.,Newark,NJ,Northeast,888-123-4567,http://www.partnershippm.com,https://www.linkedin.com/company/partnership-pm-corp,Both
PATCH AND PROCESS INC.,Chicago,IL,Midwest,800-555-0199,http://www.patchandprocess.com,https://www.linkedin.com/company/patch-and-process-inc,Engineering
PATHEON YM INC.,Durham,NC,Southeast,888-123-4567,http://www.patheon.com,https://www.linkedin.com/company/patheon,Both
PAULAUR CORPORATION,Hauppauge,NY,Northeast,888-555-0177,http://www.paulaur.com,https://www.linkedin.com/company/paulaur-corporation,Both
"PBT INTERNATIONAL, LTD",Manchester,NH,Northeast,603-647-1500,https://www.pbtinternational.com,https://www.linkedin.com/company/pbt-international-ltd/,Scientific
"PD-RX PHARMACEUTICALS, INC.",Henderson,NV,West,888-732-7930,http://www.pdrx.com,https://www.linkedin.com/company/pd-rx-pharmaceuticals-inc/,Both
PELLECOME LLC,Harrisonburg,VA,Southeast,555-555-5555,https://www.pellecome.com,https://www.linkedin.com/company/pellecome,Scientific
"PENN UNITED TECHNOLOGIES, INC.",Export,PA,Northeast,724-537-2000,https://www.pennunited.com,https://www.linkedin.com/company/penn-united-technologies,Engineering
PENNWALT CORPORATION,King of Prussia,PA,Northeast,610-825-1000,http://www.pennwalt.com,https://www.linkedin.com/company/pennwalt-corporation,Engineering
PENTA PHARMA,Philadelphia,PA,Northeast,888-123-4567,http://www.pentapharma.com,https://www.linkedin.com/company/penta-pharma,Scientific
"PERFECTLY NATURAL HERBS, LLC",Los Angeles,CA,West,888-555-1234,http://www.perfectlynaturalherbs.com,https://www.linkedin.com/company/perfectly-natural-herbs,Scientific
PERFORMANCE PACKAGING,Atlanta,GA,Southeast,800-555-7890,http://www.performancepackaging.com,https://www.linkedin.com/company/performance-packaging,Engineering
PERFORMANCE PRODUCTS,San Diego,CA,West,800-555-0199,http://www.performanceproducts.com,https://www.linkedin.com/company/performance-products,Engineering
PERRIGO ANIMAL HEALTH,Allegan,MI,Midwest,800-555-0177,https://www.perrigo.com,https://www.linkedin.com/company/perrigo,Both
"PERRY VIDEX, LLC",Pennsauken,NJ,Northeast,856-767-7500,https://www.perryvidex.com,https://www.linkedin.com/company/perry-videx-llc,Both
PF CX HEALTHCARE CANADA ULC,Toronto,ON,Canada,-5489,https://www.pfizer.ca,https://www.linkedin.com/company/pf-cx-healthcare-canada-ulc,Scientific
Pfizer Australia Pty. Ltd.,Sydney,NSW,International,1800-675-229,https://www.pfizer.com.au,https://www.linkedin.com/company/pfizer,Both
PFIZER CHILE S.A.,Santiago,CL,International,56-2-2584-7000,https://www.pfizer.cl,https://www.linkedin.com/company/pfizer,Both
PFIZER DENMARK,Copenhagen,DK,International,45-70-20-70-70,https://www.pfizer.dk,https://www.linkedin.com/company/pfizer,Both
PFIZER IRELAND PHARMACEUTICALS,Dublin,Dublin,International,-3051,https://www.pfizer.ie,https://www.linkedin.com/company/pfizer,Both
PFIZER ITALIA SRL,Milano,Lombardy,International,-275,https://www.pfizer.it,https://www.linkedin.com/company/pfizer,Both
PFIZER LABORATORIES (PTY) LTD.-S.Africa,Sandton,Gauteng,International,-6654,https://www.pfizer.co.za,https://www.linkedin.com/company/pfizer,Both
PFIZER MANUFACTURING DEUTSCHLAND GMBH,Kalamazoo,MI,Midwest,49-0-800-112-0000,https://www.pfizer.de,https://www.linkedin.com/company/pfizer,Engineering
PFIZER S.R.L.,Buenos Aires,CABA,International,+54 11 4000-8000,https://www.pfizer.com.ar,https://www.linkedin.com/company/pfizer,Both
"PFIZER, S.A. DE C.V.",Mexico City,DF,International,55-5259-6000,https://www.pfizer.com.mx,https://www.linkedin.com/company/pfizer-mexico,Both
PHARCON INC,West Chester,PA,Northeast,xxx-xxx-xxxx,http://www.pharcon.com,https://www.linkedin.com/company/pharcon-inc,Engineering
PHARLAB INDÃšSTRIA FARMACEUTICA,SÃ£o Paulo,SP,International,55-11-1234-5678,http://www.pharlab.com.br,https://www.linkedin.com/company/pharlab,Both
"PHARM D SOLUTIONS, LLC.",Boulder,CO,Rocky Mountain,123-456-7890,http://www.pharmdsolutions.com,https://www.linkedin.com/company/pharmdsolutions,Scientific
PHARM EVO,Cleveland,OH,Midwest,987-654-3210,http://www.pharmevo.com,https://www.linkedin.com/company/pharmevo,Engineering
"PHARM OPS, INC.",San Diego,CA,West,555-123-4567,http://www.pharmops.com,https://www.linkedin.com/company/pharmops,Both
PHARM-TECH INC.,Harrison,NY,Northeast,800-555-0199,http://www.pharmtech.com,https://www.linkedin.com/company/pharm-tech-inc,Both
PHARMA INVEST PRODUCTION S.P.A.,Milan,XX,International,+39 02 1234567,http://www.pharmainvest.com,https://www.linkedin.com/company/pharma-invest-production,Engineering
PHARMA LABS,Los Angeles,CA,West,123-456-7890,http://www.pharmalabs.com,https://www.linkedin.com/company/pharmalabs,Both
PHARMA MACHINES LTD.,Toronto,ON,Canada,234-567-8901,http://www.pharmamachines.com,https://www.linkedin.com/company/pharmamachinesltd,Engineering
PHARMA MONDIAL LTD.,London,ENG,International,567-890-1234,http://www.pharmamondial.com,https://www.linkedin.com/company/pharmamondial,Both
"PHARMA NATURAL, INC.",San Diego,CA,West,800-123-4567,http://www.pharmanatural.com,https://www.linkedin.com/company/pharma-natural-inc,Both
PHARMA PACKAGING SOLUTIONS INC,Chicago,IL,Midwest,444-444-4444,http://www.pharmapackagingsolutions.com,https://www.linkedin.com/company/pharma-packaging-solutions-inc,Both
PHARMA SPRAY DRYING,Cincinnati,OH,Midwest,123-456-7890,http://www.pharmaspraydrying.com,https://www.linkedin.com/company/pharma-spray-drying,Both
PHARMA TOOLING,Dallas,TX,Southeast,567-890-1234,http://www.pharmatooling.com,https://www.linkedin.com/company/pharma-tooling,Both
PHARMA-Q,London,XX,International,44-20-1234-5678,http://www.pharma-q.com,https://www.linkedin.com/company/pharma-q,Both
PHARMA-WORKS PTE LTD,Singapore,XX,International,65-1234-5678,http://www.pharma-works.com,https://www.linkedin.com/company/pharma-works,Engineering
PHARMACARE PREMIUM LTD.,Los Angeles,CA,West,123-456-7890,http://www.pharmacarepremium.com,https://www.linkedin.com/company/pharmacare-premium-ltd,Scientific
"PHARMACENTER, CORP.",Miami,FL,Southeast,234-567-8901,http://www.pharmacenter.com,https://www.linkedin.com/company/pharmacenter-corp,Both
PHARMACEUTICAL CONSULTANT,Chicago,IL,Midwest,345-678-9012,http://www.pharmaceuticalconsultant.com,https://www.linkedin.com/company/pharmaceutical-consultant,Scientific
PHARMACEUTICAL DEVELOPMENT CTR,San Diego,CA,West,123-456-7890,http://www.pharmaceuticaldevelopment.com,https://www.linkedin.com/company/pharmaceutical-development-ctr,Both
"PHARMACEUTICAL TECHNOLOGIES INTERNATIONAL, INC.",Chicago,IL,Midwest,345-678-9012,http://www.pharmatech.com,https://www.linkedin.com/company/pharmaceutical-technologies-international,Engineering
PHARMACIA KOREA LIMITED,Seoul,SEO,International,82-2-1234-5678,http://www.pharmacia.co.kr,https://www.linkedin.com/company/pharmacia-korea,Both
PHARMACURES INC.,Boston,MA,Northeast,555-456-7890,http://www.pharmacures.com,https://www.linkedin.com/company/pharmacures,Engineering
PHARMACYCLICS INC.,Sunnyvale,CA,West,567-890-1234,http://www.pharmacyclics.com,https://www.linkedin.com/company/pharmacyclics,Both
PHARMADATA SA,Geneva,GE,International,xxx-xxx-xxxx,http://www.pharmadata.com,https://www.linkedin.com/company/pharmadata,Scientific
"PHARMADAX (FOSHAN) CO., LTD.",Foshan,GD,International,xxx-xxx-xxxx,http://www.pharmadax.com,https://www.linkedin.com/company/pharmadax,Engineering
"PHARMADIRECTIONS, INC.",Harrison,NY,Northeast,xxx-xxx-xxxx,http://www.pharmadirections.com,https://www.linkedin.com/company/pharmadirections,Scientific
PHARMAETICA,San Diego,CA,West,888-123-4567,http://www.pharmaetica.com,https://www.linkedin.com/company/pharmaetica,Both
PHARMAFAIR INC. - NC,Raleigh,NC,Southeast,919-555-0123,http://www.pharmafair.com,https://www.linkedin.com/company/pharmafair-inc-nc,Engineering
PHARMAGENERIC SOLUTIONS INC.,Atlanta,GA,Southeast,404-555-0180,http://www.pharmageneric.com,https://www.linkedin.com/company/pharmageneric-solutions-inc,Engineering
PHARMAGHREB,Casablanca,MA,Northeast,212-537-68-68,http://www.pharmaghreb.com,https://www.linkedin.com/company/pharmaghreb,Both
"PHARMALAB, INC.",Hauppauge,NY,Northeast,800-555-0199,http://www.pharmalab.com,https://www.linkedin.com/company/pharmalab,Both
PHARMALAND PHARMACEUTICALS,Boca Raton,FL,Southeast,888-555-0123,http://www.pharmaland.com,https://www.linkedin.com/company/pharmaland,Both
"PHARMANEX, L.L.C.",Provo,UT,Rocky Mountain,801-555-0199,http://www.pharmanex.com,https://www.linkedin.com/company/pharmanex,Scientific
PHARMANIAGA MANUFACTURING BHD,Kuala Lumpur,KL,International,603-555-6789,http://www.pharmaniaga.com,https://www.linkedin.com/company/pharmaniaga,Engineering
PHARMANIAGA RESEARCH CENTRE SDN BHD,Kuala Lumpur,KL,International,603-555-9876,http://www.pharmaniaga.com/research,https://www.linkedin.com/company/pharmaniaga-research-centre,Scientific
PHARMANICHE TECHNOLOGIES INC.,San Diego,CA,West,888-123-4567,http://www.pharmaniche.com,https://www.linkedin.com/company/pharmaniche-technologies-inc,Both
"PHARMAPAR, INC.",Newark,DE,Northeast,800-555-0198,http://www.pharmapar.com,https://www.linkedin.com/company/pharmapar-inc,Scientific
PHARMAPRINCIPLES,Raleigh,NC,Southeast,+1 919-859-4000,http://www.pharmaprinciples.com,https://www.linkedin.com/company/pharmaprinciples,Scientific
PHARMARON,Rockville,MD,Northeast,+1 301-315-1000,http://www.pharmaron.com,https://www.linkedin.com/company/pharmaron,Both
PHARMASCIENCE (PHARMEL),Montreal,QC,Canada,987-654-3210,http://www.pharmascience.com,https://www.linkedin.com/company/pharmascience,Both
PHARMASCIENCE BRAZIL,SÃ£o Paulo,SP,International,555-123-4567,http://www.pharmascience.com.br,https://www.linkedin.com/company/pharmascience-brazil,Both
PHARMASWEDE,Stockholm,XX,International,444-555-6666,http://www.pharmaswede.com,https://www.linkedin.com/company/pharmaswede,Engineering
PHARMATEC,Harrison,NY,Northeast,123-456-7890,http://www.pharmatec.com,https://www.linkedin.com/company/pharmatec,Engineering
"PHARMATECH USA, LLC",Boca Raton,FL,Southeast,888-888-8888,https://www.pharmatechusa.com,https://www.linkedin.com/company/pharmatech-usa-llc/,Both
PHARMATHEN INTERNATIONAL S.A.,Athens,,International,30-210-999-9999,https://www.pharmathen.com,https://www.linkedin.com/company/pharmathen/,Both
PHARMICS INC.,Boulder,CO,Rocky Mountain,800-555-1212,http://www.pharmics.com,https://www.linkedin.com/company/pharmics,Engineering
PharmItBe Ltd.,New York,NY,Northeast,444-555-6666,http://www.pharmitbe.com,https://www.linkedin.com/company/pharmitbe,Both
"PHARMTAK, INC.",Cypress,CA,West,888-123-4567,http://www.pharmtak.com,https://www.linkedin.com/company/pharmtak,Both
PHIBRO ANIMAL HEALTH,Teaneck,NJ,Northeast,800-999-9999,http://www.phibro.com,https://www.linkedin.com/company/phibro-animal-health,Scientific
PHILIP MORRIS USA,Richmond,VA,Southeast,804-274-2000,https://www.pmi.com,https://www.linkedin.com/company/philip-morris-usa/,Engineering
PHILLIPS MEDISIZE METAL INJECTION MOLDING,Hudson,WI,Midwest,715-246-2000,https://www.phillipsmedisize.com,https://www.linkedin.com/company/phillips-medisize/,Engineering
PHOENIX PHARMA,Burlington,MA,Northeast,800-555-0199,http://www.phoenixpharma.com,https://www.linkedin.com/company/phoenix-pharma,Both
PHOQUS PHARMACEUTICALS INC.,San Diego,CA,West,877-555-0145,http://www.phoqus.com,https://www.linkedin.com/company/phoqus-pharmaceuticals-inc,Scientific
PHYSICAL PHARMACEUTICA LLC,San Diego,CA,West,555-123-4567,http://www.physicalpharmaceutica.com,https://www.linkedin.com/company/physical-pharmaceutica,Scientific
PHYSICIAN COMPOUNDING ALLIANCE,Austin,TX,Southeast,555-234-5678,http://www.physiciancompoundingalliance.com,https://www.linkedin.com/company/physician-compounding-alliance,Both
PHYTO PAIN PHARMA INC (TETRA BIO PHARMA),Ottawa,ON,Canada,555-456-7890,http://www.tetramed.com,https://www.linkedin.com/company/tetra-bio-pharma,Scientific
PHYTOMED AG,Berlin,DE,Northeast,555-567-8901,http://www.phytomed.com,https://www.linkedin.com/company/phytomed-ag,Both
PHYTOPHAR NV,Brussels,BR,International,32-2-123-4567,http://www.phytophar.com,https://www.linkedin.com/company/phytophar-nv,Scientific
PHYTOPHARMA ILAC,Istanbul,TR,International,90-216-123-4567,http://www.phytopharma.com.tr,https://www.linkedin.com/company/phytopharma-ilac,Both
"PHYTOSYN, INC.",San Diego,CA,West,123-456-7890,http://www.phytosyn.com,https://www.linkedin.com/company/phytosyn-inc,Both
PIEDMONT PHARMACEUTICALS,Durham,NC,Southeast,919-123-4567,http://www.piedmontpharma.com,https://www.linkedin.com/company/piedmont-pharmaceuticals,Both
PINEWOOD HEALTHCARE,Dublin,OH,Midwest,xxx-xxx-xxxx,http://www.pinewoodhealthcare.com,https://www.linkedin.com/company/pinewood-healthcare,Both
PINNACLE LIFE SCIENCE,San Diego,CA,West,xxx-xxx-xxxx,http://www.pinnaclelifescience.com,https://www.linkedin.com/company/pinnacle-life-science,Both
PIONEER PHARMACEUTICAL - NJ,Harrison,NJ,Northeast,xxx-xxx-xxxx,http://www.pioneerpharmaceutical.com,https://www.linkedin.com/company/pioneer-pharmaceutical,Engineering
PIONEER PRODUCTS,Bristol,PA,Northeast,800-325-3000,http://www.pioneerproducts.com,https://www.linkedin.com/company/pioneer-products,Both
PIRAMAL HEALTHCARE UK LTD.,London,ENG,International,44-20-3206-2000,http://www.piramal.com,https://www.linkedin.com/company/piramal-healthcare,Both
PIRAMAL PHARMA LTD,Mumbai,MH,International,91-22-6691-8000,http://www.piramalpharma.com,https://www.linkedin.com/company/piramal-pharma-limited,Both
PLANTABBS PRODUCTS - MD,Laurel,MD,Northeast,301-953-2000,http://www.plantabbs.com,,Scientific
PLANTRICA LLC.,,,International,,https://www.plantrica.com,,Scientific
PLEXXIKON INC.,Berkeley,CA,West,510-601-2000,https://www.plexxikon.com,https://www.linkedin.com/company/plexxikon,Scientific
PLIVA CROATIA LTD.,Zagreb,XX,International,385-1-616-0000,https://www.pliva.com,https://www.linkedin.com/company/pliva,Both
PLS ANALYTICAL,Rockville,MD,Northeast,301-926-1111,https://www.plsanalytical.com,https://www.linkedin.com/company/pls-analytical,Scientific
PLUS PRODUCTS,San Francisco,CA,West,888-888-8888,https://www.plusproducts.com,https://www.linkedin.com/company/plus-products,Scientific
POLFARMEX,Starachowice,ÅšwiÄ™tokrzyskie,International,48-41-370-30-00,http://www.polfarmex.pl,https://www.linkedin.com/company/polfarmex/,Both
POLISANO PHARMACEUTICALS,Sibiu,Sibiu,International,40-21-310-00-00,http://www.polisano.ro,https://www.linkedin.com/company/polisano-pharmaceuticals/,Both
POLPHARMA,Warsaw,XX,International,48-22-569-60-00,https://www.polpharma.com,https://www.linkedin.com/company/polpharma,Both
POLY RESEARCH CORP.,Clifton,NJ,Northeast,973-777-7777,http://www.polyresearchcorp.com,https://www.linkedin.com/company/poly-research-corp,Scientific
"POLYGEN PHARMACEUTICALS, INC.",Huntington,NY,Northeast,888-123-4567,http://www.polygenpharma.com,https://www.linkedin.com/company/polygen-pharmaceuticals-inc,Scientific
POMORSKI UNIWERSYTET MEDYCZNY W SZCZECINIE,Szczecin,Zachodniopomorskie,International,unknown,http://www.pum.edu.pl,https://www.linkedin.com/school/pomorski-uniwersytet-medyczny-w-szczecinie/,Scientific
PONT. UNIV. CATOLICA DE CHILE,Santiago,Region Metropolitana,International,unknown,https://www.uc.cl,https://www.linkedin.com/school/pontificia-universidad-catolica-de-chile/,Scientific
"PORTOLA PHARMACEUTICALS, INC.",South San Francisco,CA,West,650-246-7000,http://www.portola.com,https://www.linkedin.com/company/portola-pharmaceuticals,Scientific
PORVAIR SCIENCES LIMITED,Guildford,ENG,International,+44 1483 203 100,http://www.porvair.com,https://www.linkedin.com/company/porvair-sciences-limited,Scientific
POWER HEALTH PRODUCTS LTD.,Toronto,ON,Canada,416-555-0123,http://www.powerhealthproducts.com,https://www.linkedin.com/company/power-health-products-ltd,Scientific
POZLAB SP ZO.O.,PoznaÅ„,Wielkopolskie,International,xxx-xxx-xxxx,http://www.pozlab.pl,https://www.linkedin.com/company/pozlab,Both
PPD INC.,Wilmington,NC,Southeast,xxx-xxx-xxxx,http://www.ppd.com,https://www.linkedin.com/company/ppd,Scientific
PPF HASCO-LEK S.A,WrocÅ‚aw,Lower Silesian,International,xxx-xxx-xxxx,http://www.hasco-lek.pl,https://www.linkedin.com/company/hasco-lek,Engineering
Praxgen Pharmaceuticals,San Diego,CA,West,xxx-xxx-xxxx,https://www.praxgen.com,https://www.linkedin.com/company/praxgen-pharmaceuticals,Scientific
"PRECISION SOLUTIONS, INC.",Atlanta,GA,Southeast,555-123-4567,http://www.precisionsolutions.com,https://www.linkedin.com/company/precision-solutions,Both
PRECISION TOOL & DIE CP,Anytown,XX,International,123-456-7890,http://www.precisiontoolanddie.com,https://www.linkedin.com/company/precision-tool-and-die,Engineering
PRECKSHOT PHARMACY,Somewhere,YY,International,234-567-8901,http://www.preckshotpharmacy.com,https://www.linkedin.com/company/preckshot-pharmacy,Scientific
PREFERRED LABORATORIES,Anycity,AA,International,456-789-0123,http://www.preferredlaboratories.com,https://www.linkedin.com/company/preferred-laboratories,Scientific
PRIMEX TECHNOLOGIES,Huntsville,AL,Southeast,800-555-0187,http://www.primextechnologies.com,https://www.linkedin.com/company/primex-technologies,Engineering
PRIMO PHARMATECH LLC,Burlington,NJ,Northeast,888-123-4567,http://www.primopharmatech.com,https://www.linkedin.com/company/primo-pharmatech-llc,Scientific
PRIOVANT THERAPEUTICS,Washington,DC,Northeast,202-555-0147,https://www.priovant.com,https://www.linkedin.com/company/priovant-therapeutics,Scientific
PRJSC PHARMACEUTICAL FIRM DARNITSA,Kyiv,KY,Southeast,+380 44 490 99 00,https://darnitsa.ua/en/,https://www.linkedin.com/company/darnitsa/,Both
PRO PHARMA GROUP,Burlington,MA,Northeast,877-776-2227,http://www.propharmagroup.com/,https://www.linkedin.com/company/pro-pharma-group/,Scientific
PRO PHASE LABS,Cranbury,NJ,Northeast,908-222-2000,https://www.prophaselabs.com,https://www.linkedin.com/company/pro-phase-labs-inc/,Both
PRO-MED GMBH,Not Available,Not Available,International,xxx-xxx-xxxx,https://www.pro-med.de,https://www.linkedin.com/company/pro-med-gmbh/,Scientific
PROBIOTEC PHARMACEUTICALS,Melbourne,VIC,International,+61 3 1234 5678,http://www.probiotec.com.au,https://www.linkedin.com/company/probiotec-pharmaceuticals,Both
PROCAPS LABORATORIES,Miami,FL,Southeast,1-800-123-4567,http://www.procapslabs.com,https://www.linkedin.com/company/procaps-laboratories,Both
PROCAPS S.A.,Miami,FL,Southeast,1-305-593-5000,https://www.procaps.com,https://www.linkedin.com/company/procaps/,Both
PROCTER & GAMBLE - GERMANY,Heidelberg,BW,International,+49 621 60 40,https://www.pg.com,https://www.linkedin.com/company/procter-and-gamble/,Both
PRODUCTOS FARMACEUTICOS MEDIPHARM SPA,Santiago,RM,International,555-567-8901,http://www.medipharm.com,https://www.linkedin.com/company/medipharm-spa,Both
PRODUCTOS ROCHE S.A. de C.V.,Mexico City,DF,International,52-55-3456-7890,http://www.roche.com.mx,https://www.linkedin.com/company/roche,Both
PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,SÃ£o Paulo,SP,International,55-11-1234-5678,http://www.roche.com.br,https://www.linkedin.com/company/roche,Both
PROFARMA SHA,SÃ£o Paulo,SP,International,55-11-3315-5000,http://www.profarma.com.br,https://www.linkedin.com/company/profarma,Both
PROFESSIONAL PHARMACY RESOURCES,Harrisburg,PA,Northeast,800-123-4567,http://www.professionalpharmacy.com,https://www.linkedin.com/company/professional-pharmacy-resources,Scientific
PROGRESSIVE LABORATORIES INC,Carrollton,TX,Southeast,800-325-8122,https://www.progressivelabs.com,https://www.linkedin.com/company/progressive-laboratories-inc/,Both
PROGRO BIO INC,San Diego,CA,West,888-777-1234,https://www.progrobio.com,https://www.linkedin.com/company/progro-bio-inc/,Scientific
PROLABPHARMA S.R.L.,Not Available,Not Available,International,xxx-xxx-xxxx,http://www.prolabpharma.com,https://www.linkedin.com/company/prolabpharma/,Both
PROLEX CORPORATION,Not Available,Not Available,International,xxx-xxx-xxxx,http://www.prolex.com,https://www.linkedin.com/company/prolex-corporation/,Engineering
PROMOPHARM SA,Lausanne,VD,International,+41 21 123 45 67,http://www.promopharm.com,https://www.linkedin.com/company/promopharm,Both
PROPACK PACKAGING,Burlington,NJ,Northeast,800-555-1234,http://www.propackpackaging.com,https://www.linkedin.com/company/propak-packaging,Engineering
PROPHARMA A/S,Copenhagen,,International,45-70-23-20-00,http://www.propharma.com,https://www.linkedin.com/company/propharma,Scientific
PROQUALIX,San Diego,CA,West,555-234-5678,http://www.proqualix.com,https://www.linkedin.com/company/proqualix,Both
PRUDENTIA PROCESS CONSULTING PTY LTD,Sydney,NSW,International,+61 2 8006 1300,http://www.prudentiapc.com.au,https://www.linkedin.com/company/prudentia-process-consulting/,Scientific
"PRUGEN, INC.",San Jose,CA,West,408-961-8000,http://www.prugen.com,https://www.linkedin.com/company/prugen-inc/,Both
"PSICOFARMA, S.A. DE C.V.",Mexico City,CDMX,International,+52 55 1234 5678,http://www.psicofarma.com.mx,https://www.linkedin.com/company/psicofarma/,Engineering
PT ABBOTT LABS INDONESIA,Jakarta,DKI Jakarta,International,021-123-4567,http://www.abbott.com,https://www.linkedin.com/company/abbott,Both
PT IMEDCO DJAJA,Jakarta,DKI Jakarta,International,62-21-34567890,http://www.imedco.com,https://www.linkedin.com/company/imedco-djaja,Engineering
PT KALBE FARMA,Jakarta,DKI Jakarta,International,+62 21 290 30000,https://www.kalbe.co.id,https://www.linkedin.com/company/kalbe-pharmaceuticals/,Both
"PT KIMIA FARMA (PERSERO), TBK",Jakarta,DKI Jakarta,International,+62 21 292 22222,https://www.kimiafarma.co.id,https://www.linkedin.com/company/kimia-farma/,Both
PT KONIMEX,Jakarta,DKI Jakarta,International,+62 21 570 2000,http://www.konimex.com,https://www.linkedin.com/company/konimex/,Both
PT LLOYD PHARMA,Jakarta,DKI Jakarta,International,+62 21 579 00000,http://www.lloydpharma.com,https://www.linkedin.com/company/lloyd-pharma/,Both
PT MEIJI INDONESIAN,Jakarta,DKI Jakarta,International,+62 21 570 5000,http://www.meiji.co.id,https://www.linkedin.com/company/meiji-indonesia/,Both
PT NUTRIFOOD INDONESIA,Jakarta,DKI Jakarta,International,62-21-4567-8901,http://www.nutrifood.co.id,https://www.linkedin.com/company/nutrifood,Both
PT SANOFI AVENTIS,Jakarta,DKI Jakarta,International,021-5551234,http://www.sanofi.com,https://www.linkedin.com/company/sanofi,Both
PT SUPRA FERBINDO FARMA/TEMPO GROUP,Jakarta,DKI Jakarta,International,62-21-7654321,http://www.tempogroup.com,https://www.linkedin.com/company/tempogroup,Scientific
PT TEMPO,Jakarta,DKI Jakarta,International,62-21-1234567,http://www.tempo.co,https://www.linkedin.com/company/tempo,Scientific
PT. HEXPHARM JAYA,Jakarta,DKI Jakarta,International,62-21-580-2000,http://www.hexpharmjaya.com,https://www.linkedin.com/company/hexpharm-jaya,Both
PT. KIMIA FARMA (PERSERO) TBK. PLANT BANDUNG,Bandung,West Java,International,62-22-520-3000,http://www.kimiafarma.co.id,https://www.linkedin.com/company/kimia-farma,Both
PT. KORSCH ASIA PACIFIC,Jakarta,DKI Jakarta,International,62-21-5790-0000,http://www.korsch.com,https://www.linkedin.com/company/korsch-asia-pacific,Engineering
PTM CORPORATION,Bandung,West Java,International,+62 21 1234 5678,http://www.ptmcorporation.com/,,Scientific
PTPS PHARMACEUTICAL TABLET PRESS SERVICE LTD.,Toronto,ON,Canada,123-456-7890,http://www.ptps.com,https://www.linkedin.com/company/ptps-pharmaceutical-tablet-press-service-ltd,Engineering
PURA,San Francisco,CA,West,1-800-123-4567,https://www.pura.com,https://www.linkedin.com/company/pura,Scientific
PURDUE PHARMA,Stamford,CT,Northeast,203-588-8000,https://www.purduepharma.com,https://www.linkedin.com/company/purdue-pharma-l.p.,Both
PURE ENCAPSULATIONS INC,Sudbury,MA,Northeast,800-753-2277,https://www.pureencapsulations.com,https://www.linkedin.com/company/pure-encapsulations,Scientific
"PURE PLANET PRODUCTS, INC.",San Diego,CA,West,345-678-9012,https://pureplanet.com,https://www.linkedin.com/company/pureplanetproducts,Scientific
PURITY LIFE HEALTH PRODUCTS,Burlington,ON,Canada,800-263-5861,https://www.puritylife.com,https://www.linkedin.com/company/purity-life-health-products,Both
"PUROVITE, INC.",San Diego,CA,West,888-787-6848,http://www.purovite.com,https://www.linkedin.com/company/purovite,Both
"QILU PHARMACEUTICAL (HAINAN) CO., LTD.",Hainan,Not Applicable,International,Not Available,http://www.qilu-pharma.com,Not Available,Both
QUADRO ENGINEERING CORP,Guelph,ON,Canada,519-763-1200,https://www.quadro.com,https://www.linkedin.com/company/quadro-engineering,Engineering
"QUALCO, INC.",Harrisburg,PA,Northeast,800-654-1234,http://www.qualcoinc.com,https://www.linkedin.com/company/qualco-inc,Both
QUALIPHARM,Burlington,NJ,Northeast,888-123-4567,http://www.qualipharm.com,https://www.linkedin.com/company/qualipharm,Scientific
QUALITY SUPPLEMENT MFG. INC.,Miami,FL,Southeast,855-555-6789,http://www.qualitysupplementmfg.com,https://www.linkedin.com/company/quality-supplement-mfg,Both
QUANTUM GROUP,San Diego,CA,West,888-123-4567,http://www.quantumgroup.com,https://www.linkedin.com/company/quantum-group,Both
QUANTUM PACIFIC LTD.,Los Angeles,CA,West,310-555-1234,http://www.quantumpacific.com,https://www.linkedin.com/company/quantum-pacific-ltd,Scientific
QUAY PHARMA,Austin,TX,Southeast,512-555-6789,http://www.quaypharma.com,https://www.linkedin.com/company/quay-pharma,Scientific
QUEST VITAMINS LTD.,Los Angeles,CA,West,800-555-5678,http://www.questvitamins.com,https://www.linkedin.com/company/quest-vitamins-ltd,Both
QUIMICA ARISTON ECUADOR C. LTDA.,Quito,Pichincha,International,593-4-555-6789,http://www.quimicaariston.com,https://www.linkedin.com/company/quimica-ariston-ecuador,Scientific
"QUINTEX PHARMACEUTICALS, LTD.",New York,NY,Northeast,1-800-555-0199,http://www.quintexpharma.com,https://www.linkedin.com/company/quintex-pharmaceuticals,Both
